name,record_id,instrument,chapter,filename,VIS_rmse,VIS_variance,VIS_coverage,NIR_rmse,NIR_variance,NIR_coverage,SWIR_rmse,SWIR_variance,SWIR_coverage,MWIR_rmse,MWIR_variance,MWIR_coverage,LWIR_rmse,LWIR_variance,LWIR_coverage
"Pd (Johnson)",Johnson,RefractiveIndex.info,main,Johnson.yml,0.001113,0.997657,1.000000,0.000521,1.000000,1.000000,0.000513,1.000000,0.597857,0.000234,1.000000,0.000000,0.000154,1.000000,0.000000
"Pd (Palm)",Palm,RefractiveIndex.info,main,Palm.yml,0.001122,0.973454,1.000000,0.001754,0.000000,1.000000,0.002604,0.980035,0.417520,0.000617,1.000000,0.000000,0.000494,1.000000,0.000000
"Pd (Rakic-BB)",Rakic-BB,RefractiveIndex.info,main,Rakic-BB.yml,0.002234,0.997810,1.000000,0.000497,0.963454,1.000000,0.000395,0.952133,1.000000,0.000232,1.000000,1.000000,0.000159,1.000000,0.693882
"Pd (Rakic-LD)",Rakic-LD,RefractiveIndex.info,main,Rakic-LD.yml,0.003354,0.997350,1.000000,0.000501,0.951183,1.000000,0.000448,0.923839,1.000000,0.000238,1.000000,1.000000,0.000159,1.000000,0.693882
"Pd (Werner-DFT)",Werner-DFT,RefractiveIndex.info,main,Werner-DFT.yml,0.006959,0.999149,1.000000,0.000538,0.748848,1.000000,0.000397,1.000000,0.985489,0.000210,1.000000,0.000000,0.000176,1.000000,0.000000
"Pd (Werner)",Werner,RefractiveIndex.info,main,Werner.yml,0.001439,0.999873,1.000000,0.001390,0.867354,1.000000,0.000833,0.733583,0.985489,0.000225,1.000000,0.000000,0.000162,1.000000,0.000000
"Pd (Windt)",Windt,RefractiveIndex.info,main,Windt.yml,0.000183,1.000000,0.000000,0.000238,1.000000,0.000000,0.000201,1.000000,0.000000,0.000176,1.000000,0.000000,0.000209,1.000000,0.000000
"PdSe2 (Ermolaev)",Ermolaev,RefractiveIndex.info,main,Ermolaev.yml,0.000477,0.999859,1.000000,0.000789,0.995793,1.000000,0.001044,0.988540,1.000000,0.000650,0.703939,0.200000,0.000439,1.000000,0.000000
"Pr (Fernandez-Perea)",Fernandez-Perea,RefractiveIndex.info,main,Fernandez-Perea.yml,0.000578,1.000000,0.000000,0.000323,1.000000,0.000000,0.000282,1.000000,0.000000,0.000439,1.000000,0.000000,0.000337,1.000000,0.000000
"Pt (Rakic-BB)",Rakic-BB,RefractiveIndex.info,main,Rakic-BB.yml,0.002234,0.997810,1.000000,0.000497,0.963454,1.000000,0.000395,0.952133,1.000000,0.000232,1.000000,1.000000,0.000159,1.000000,0.693882
"Pt (Rakic-LD)",Rakic-LD,RefractiveIndex.info,main,Rakic-LD.yml,0.003354,0.997350,1.000000,0.000501,0.951183,1.000000,0.000448,0.923839,1.000000,0.000238,1.000000,1.000000,0.000159,1.000000,0.693882
"Pt (Tselin)",Tselin,RefractiveIndex.info,main,Tselin.yml,0.000550,0.999863,1.000000,0.000659,0.993984,1.000000,0.002177,0.994777,1.000000,0.002118,0.967823,0.250000,0.000193,1.000000,0.000000
"Pt (Werner-DFT)",Werner-DFT,RefractiveIndex.info,main,Werner-DFT.yml,0.006959,0.999149,1.000000,0.000538,0.748848,1.000000,0.000397,1.000000,0.985489,0.000210,1.000000,0.000000,0.000176,1.000000,0.000000
"Pt (Werner)",Werner,RefractiveIndex.info,main,Werner.yml,0.001439,0.999873,1.000000,0.001390,0.867354,1.000000,0.000833,0.733583,0.985489,0.000225,1.000000,0.000000,0.000162,1.000000,0.000000
"Pt (Windt)",Windt,RefractiveIndex.info,main,Windt.yml,0.000183,1.000000,0.000000,0.000238,1.000000,0.000000,0.000201,1.000000,0.000000,0.000176,1.000000,0.000000,0.000209,1.000000,0.000000
"PtS2 (Ermolaev)",Ermolaev,RefractiveIndex.info,main,Ermolaev.yml,0.000477,0.999859,1.000000,0.000789,0.995793,1.000000,0.001044,0.988540,1.000000,0.000650,0.703939,0.200000,0.000439,1.000000,0.000000
"PtSe2 (Ermolaev)",Ermolaev,RefractiveIndex.info,main,Ermolaev.yml,0.000477,0.999859,1.000000,0.000789,0.995793,1.000000,0.001044,0.988540,1.000000,0.000650,0.703939,0.200000,0.000439,1.000000,0.000000
"PtSe2 (Tharrault-10L)",Tharrault-10L,RefractiveIndex.info,main,Tharrault-10L.yml,0.001351,0.998648,0.846395,0.001909,0.983849,1.000000,0.000814,0.994849,0.321700,0.000395,1.000000,0.000000,0.000505,1.000000,0.000000
"PtSe2 (Tharrault-12L)",Tharrault-12L,RefractiveIndex.info,main,Tharrault-12L.yml,0.001893,0.997604,0.847023,0.002411,0.971280,1.000000,0.001039,0.993325,0.318800,0.000404,1.000000,0.000000,0.000504,1.000000,0.000000
"PtSe2 (Tharrault-1L)",Tharrault-1L,RefractiveIndex.info,main,Tharrault-1L.yml,0.001718,0.993731,0.846395,0.007950,0.946466,0.497719,0.000537,1.000000,0.000000,0.000441,1.000000,0.000000,0.000447,1.000000,0.000000
"PtSe2 (Tharrault-2L)",Tharrault-2L,RefractiveIndex.info,main,Tharrault-2L.yml,0.000948,0.999266,0.846395,0.013682,0.949581,1.000000,0.013514,0.746677,0.321700,0.000196,1.000000,0.000000,0.000226,1.000000,0.000000
"PtSe2 (Tharrault-3L)",Tharrault-3L,RefractiveIndex.info,main,Tharrault-3L.yml,0.001283,0.998912,0.848000,0.002015,0.981099,1.000000,0.001781,0.963613,0.314279,0.000423,1.000000,0.000000,0.000482,1.000000,0.000000
"PtSe2 (Tharrault-4L)",Tharrault-4L,RefractiveIndex.info,main,Tharrault-4L.yml,0.001431,0.998550,0.846395,0.001297,0.993952,1.000000,0.001745,0.826009,0.321700,0.000339,1.000000,0.000000,0.000470,1.000000,0.000000
"PtSe2 (Tharrault-5L)",Tharrault-5L,RefractiveIndex.info,main,Tharrault-5L.yml,0.001432,0.998656,0.846395,0.001025,0.997131,1.000000,0.001053,0.960301,0.321700,0.000397,1.000000,0.000000,0.000505,1.000000,0.000000
"PtSe2 (Tharrault-6L)",Tharrault-6L,RefractiveIndex.info,main,Tharrault-6L.yml,0.001440,0.998715,0.848000,0.002221,0.983423,1.000000,0.001572,0.981100,0.314279,0.000428,1.000000,0.000000,0.000475,1.000000,0.000000
"PtSe2 (Tharrault-7L)",Tharrault-7L,RefractiveIndex.info,main,Tharrault-7L.yml,0.002034,0.997026,0.846395,0.001622,0.988084,1.000000,0.000801,0.990820,0.321700,0.000379,1.000000,0.000000,0.000500,1.000000,0.000000
"PtSe2 (Tharrault-8L)",Tharrault-8L,RefractiveIndex.info,main,Tharrault-8L.yml,0.000988,0.999170,0.848000,0.002295,0.971948,1.000000,0.000730,0.988927,0.314279,0.000355,1.000000,0.000000,0.000480,1.000000,0.000000
"Rb (Ives)",Ives,RefractiveIndex.info,main,Ives.yml,0.006592,0.998983,0.530233,0.000642,1.000000,0.000000,0.000521,1.000000,0.000000,0.000783,1.000000,0.000000,0.000459,1.000000,0.000000
"Rb (Monin)",Monin,RefractiveIndex.info,main,Monin.yml,0.005643,0.999340,0.627907,0.000844,1.000000,0.000000,0.000671,1.000000,0.000000,0.000548,1.000000,0.000000,0.000413,1.000000,0.000000
"Rb (Smith)",Smith,RefractiveIndex.info,main,Smith.yml,0.003023,0.999775,1.000000,0.001387,0.997551,1.000000,0.000943,0.999318,0.943976,0.000263,1.000000,0.000000,0.000188,1.000000,0.000000
"Rb (Whang)",Whang,RefractiveIndex.info,main,Whang.yml,0.000134,1.000000,0.000000,0.000174,1.000000,0.000000,0.000147,1.000000,0.000000,0.000129,1.000000,0.000000,0.000153,1.000000,0.000000
"Rb (Yamaguchi)",Yamaguchi,RefractiveIndex.info,main,Yamaguchi.yml,0.002852,0.994578,0.581395,0.000658,1.000000,0.000000,0.000433,1.000000,0.000000,0.000317,1.000000,0.000000,0.000211,1.000000,0.000000
"Re (Windt)",Windt,RefractiveIndex.info,main,Windt.yml,0.000183,1.000000,0.000000,0.000238,1.000000,0.000000,0.000201,1.000000,0.000000,0.000176,1.000000,0.000000,0.000209,1.000000,0.000000
"ReS2 (Munkhbat-alpha)",Munkhbat-alpha,RefractiveIndex.info,main,Munkhbat-alpha.yml,0.001476,0.963338,1.000000,0.005709,0.903444,1.000000,0.000668,0.982104,0.421429,0.000128,1.000000,0.000000,0.000173,1.000000,0.000000
"ReS2 (Munkhbat-beta)",Munkhbat-beta,RefractiveIndex.info,main,Munkhbat-beta.yml,0.001550,0.995704,1.000000,0.003222,0.957026,1.000000,0.000856,0.949551,0.421429,0.000304,1.000000,0.000000,0.000222,1.000000,0.000000
"Rh (Arndt)",Arndt,RefractiveIndex.info,main,Arndt.yml,0.000446,0.999742,0.813953,0.000541,1.000000,0.000000,0.000541,1.000000,0.000000,0.000725,1.000000,0.000000,0.000480,1.000000,0.000000
"Rh (Coulter-300)",Coulter-300,RefractiveIndex.info,main,Coulter-300.yml,0.001021,0.995749,0.482093,0.000569,1.000000,0.000000,0.000301,1.000000,0.000000,0.000540,1.000000,0.000000,0.000361,1.000000,0.000000
"Rh (Coulter-40)",Coulter-40,RefractiveIndex.info,main,Coulter-40.yml,0.000658,0.999080,0.482093,0.000694,1.000000,0.000000,0.000512,1.000000,0.000000,0.000648,1.000000,0.000000,0.000386,1.000000,0.000000
"Rh (Weaver)",Weaver,RefractiveIndex.info,main,Weaver.yml,0.001084,0.997408,1.000000,0.003208,0.975578,0.256562,0.000565,1.000000,0.000000,0.000794,1.000000,0.000000,0.000465,1.000000,0.000000
"Rh (Windt)",Windt,RefractiveIndex.info,main,Windt.yml,0.000183,1.000000,0.000000,0.000238,1.000000,0.000000,0.000201,1.000000,0.000000,0.000176,1.000000,0.000000,0.000209,1.000000,0.000000
"Ru (Windt)",Windt,RefractiveIndex.info,main,Windt.yml,0.000183,1.000000,0.000000,0.000238,1.000000,0.000000,0.000201,1.000000,0.000000,0.000176,1.000000,0.000000,0.000209,1.000000,0.000000
"Sc (Larruquert)",Larruquert,RefractiveIndex.info,main,Larruquert.yml,0.000677,1.000000,0.000000,0.000714,1.000000,0.000000,0.000438,1.000000,0.000000,0.000378,1.000000,0.000000,0.000163,1.000000,0.000000
"Sc2O3 (Belosludtsev)",Belosludtsev,RefractiveIndex.info,main,Belosludtsev.yml,0.000256,0.995728,1.000000,0.000408,1.000000,1.000000,0.000447,1.000000,0.071429,0.000313,1.000000,0.000000,0.000305,1.000000,0.000000
"ScAlMgO4 (Stefaniuk-e)",Stefaniuk-e,RefractiveIndex.info,main,Stefaniuk-e.yml,0.000222,0.992688,1.000000,0.000285,1.000000,1.000000,0.000259,1.000000,0.421429,0.000217,1.000000,0.000000,0.000258,1.000000,0.000000
"ScAlMgO4 (Stefaniuk-o)",Stefaniuk-o,RefractiveIndex.info,main,Stefaniuk-o.yml,0.000227,0.994125,1.000000,0.000321,1.000000,1.000000,0.000292,1.000000,0.421429,0.000245,1.000000,0.000000,0.000291,1.000000,0.000000
"Se (Ciesielski)",Ciesielski,RefractiveIndex.info,main,Ciesielski.yml,0.001329,0.999697,1.000000,0.000517,1.000000,1.000000,0.001149,0.000000,1.000000,0.000229,1.000000,1.000000,0.000158,1.000000,1.000000
"Si (Aspnes)",Aspnes,RefractiveIndex.info,main,Aspnes.yml,0.002129,0.998180,1.000000,0.000325,1.000000,0.145625,0.000348,1.000000,0.000000,0.000337,1.000000,0.000000,0.000236,1.000000,0.000000
"Si (Franta-100K)",Franta-100K,RefractiveIndex.info,main,Franta-100K.yml,0.002849,0.998391,1.000000,0.000350,0.993380,1.000000,0.000516,0.968556,1.000000,0.000413,1.000000,1.000000,0.000261,1.000000,1.000000
"Si (Franta-10K)",Franta-10K,RefractiveIndex.info,main,Franta-10K.yml,0.003219,0.997959,1.000000,0.000351,0.993346,1.000000,0.000515,0.968634,1.000000,0.000412,1.000000,1.000000,0.000257,1.000000,1.000000
"Si (Franta-150K)",Franta-150K,RefractiveIndex.info,main,Franta-150K.yml,0.002429,0.998845,1.000000,0.000350,0.993489,1.000000,0.000517,0.968775,1.000000,0.000414,1.000000,1.000000,0.000266,1.000000,1.000000
"Si (Franta-200K)",Franta-200K,RefractiveIndex.info,main,Franta-200K.yml,0.002966,0.998268,1.000000,0.000348,0.993653,1.000000,0.000520,0.968992,1.000000,0.000416,1.000000,1.000000,0.000273,1.000000,1.000000
"Si (Franta-20C)",Franta-20C,RefractiveIndex.info,main,Franta-20C.yml,0.002559,0.998665,1.000000,0.000346,0.994015,1.000000,0.000526,0.969783,1.000000,0.000419,1.000000,1.000000,0.000287,1.000000,1.000000
"Si (Franta-250K)",Franta-250K,RefractiveIndex.info,main,Franta-250K.yml,0.003709,0.997269,1.000000,0.000347,0.993839,1.000000,0.000523,0.969345,1.000000,0.000418,1.000000,1.000000,0.000280,1.000000,1.000000
"Si (Franta-25C)",Franta-25C,RefractiveIndex.info,main,Franta-25C.yml,0.002530,0.998699,1.000000,0.000346,0.994038,1.000000,0.000526,0.969852,1.000000,0.000420,1.000000,1.000000,0.000288,1.000000,1.000000
"Si (Franta-300K)",Franta-300K,RefractiveIndex.info,main,Franta-300K.yml,0.002523,0.998706,1.000000,0.000346,0.994046,1.000000,0.000526,0.969877,1.000000,0.000420,1.000000,1.000000,0.000288,1.000000,1.000000
"Si (Franta-350K)",Franta-350K,RefractiveIndex.info,main,Franta-350K.yml,0.002341,0.998886,1.000000,0.000344,0.994201,1.000000,0.000529,0.970255,1.000000,0.000422,1.000000,1.000000,0.000298,1.000000,1.000000
"Si (Franta-400K)",Franta-400K,RefractiveIndex.info,main,Franta-400K.yml,0.002058,0.999136,1.000000,0.000342,0.994351,1.000000,0.000532,0.970545,1.000000,0.000425,1.000000,1.000000,0.000307,1.000000,1.000000
"Si (Franta-450K)",Franta-450K,RefractiveIndex.info,main,Franta-450K.yml,0.001705,0.999396,1.000000,0.000340,0.994533,1.000000,0.000536,0.971023,1.000000,0.000427,1.000000,1.000000,0.000317,1.000000,1.000000
"Si (Franta-500K)",Franta-500K,RefractiveIndex.info,main,Franta-500K.yml,0.001793,0.999327,1.000000,0.000339,0.994731,1.000000,0.000539,0.971729,1.000000,0.000430,1.000000,1.000000,0.000326,1.000000,1.000000
"Si (Franta-50K)",Franta-50K,RefractiveIndex.info,main,Franta-50K.yml,0.003011,0.998181,1.000000,0.000351,0.993341,1.000000,0.000515,0.968552,1.000000,0.000413,1.000000,1.000000,0.000258,1.000000,1.000000
"Si (Franta)",Franta,RefractiveIndex.info,main,Franta.yml,0.000186,0.983325,1.000000,0.000227,1.000000,1.000000,0.000212,1.000000,1.000000,0.000661,0.986373,1.000000,0.008689,0.995374,1.000000
"Si (Green-2008)",Green-2008,RefractiveIndex.info,main,Green-2008.yml,0.002243,0.998989,1.000000,0.000170,0.998594,1.000000,0.000456,0.902818,0.250000,0.000448,1.000000,0.000000,0.000342,1.000000,0.000000
"Si (Jellison)",Jellison,RefractiveIndex.info,main,Jellison.yml,0.002549,0.997445,1.000000,0.000451,0.849799,0.187500,0.000339,1.000000,0.000000,0.000364,1.000000,0.000000,0.000247,1.000000,0.000000
"Si (Pierce)",Pierce,RefractiveIndex.info,main,Pierce.yml,0.000559,0.999839,1.000000,0.000510,0.997835,1.000000,0.000973,0.949630,0.690000,0.000431,1.000000,0.000000,0.000314,1.000000,0.000000
"Si (Schinke)",Schinke,RefractiveIndex.info,main,Schinke.yml,0.002107,0.999095,1.000000,0.000842,0.958689,1.000000,0.000460,0.901135,0.250000,0.000448,1.000000,0.000000,0.000341,1.000000,0.000000
"Si (Shkondin)",Shkondin,RefractiveIndex.info,main,Shkondin.yml,0.000581,1.000000,0.000000,0.000324,1.000000,0.000000,0.000283,1.000000,0.357143,0.000441,1.000000,1.000000,0.000340,1.000000,1.000000
"Si (Sik-250C)",Sik-250C,RefractiveIndex.info,main,Sik-250C.yml,0.001400,0.999536,0.627674,0.000242,1.000000,0.000000,0.000329,1.000000,0.000000,0.000135,1.000000,0.000000,0.000179,1.000000,0.000000
"Si (Sik-25C)",Sik-25C,RefractiveIndex.info,main,Sik-25C.yml,0.002339,0.998764,0.627674,0.000248,1.000000,0.000000,0.000350,1.000000,0.000000,0.000126,1.000000,0.000000,0.000168,1.000000,0.000000
"Si (Sik-500C)",Sik-500C,RefractiveIndex.info,main,Sik-500C.yml,0.000856,0.999808,0.627674,0.000240,1.000000,0.000000,0.000304,1.000000,0.000000,0.000167,1.000000,0.000000,0.000201,1.000000,0.000000
"Si (Sik-700C)",Sik-700C,RefractiveIndex.info,main,Sik-700C.yml,0.001133,0.999631,0.627674,0.000239,1.000000,0.000000,0.000268,1.000000,0.000000,0.000196,1.000000,0.000000,0.000227,1.000000,0.000000
"Si (Sik-850C)",Sik-850C,RefractiveIndex.info,main,Sik-850C.yml,0.000942,0.999715,0.627674,0.000239,1.000000,0.000000,0.000238,1.000000,0.000000,0.000226,1.000000,0.000000,0.000266,1.000000,0.000000
"Si (Vuye-100C)",Vuye-100C,RefractiveIndex.info,main,Vuye-100C.yml,0.002171,0.999063,1.000000,0.000333,1.000000,0.145625,0.000359,1.000000,0.000000,0.000300,1.000000,0.000000,0.000220,1.000000,0.000000
"Si (Vuye-150C)",Vuye-150C,RefractiveIndex.info,main,Vuye-150C.yml,0.001815,0.999338,1.000000,0.000342,1.000000,0.145625,0.000364,1.000000,0.000000,0.000282,1.000000,0.000000,0.000213,1.000000,0.000000
"Si (Vuye-200C)",Vuye-200C,RefractiveIndex.info,main,Vuye-200C.yml,0.001742,0.999381,1.000000,0.000361,1.000000,0.145625,0.000368,1.000000,0.000000,0.000267,1.000000,0.000000,0.000208,1.000000,0.000000
"Si (Vuye-20C)",Vuye-20C,RefractiveIndex.info,main,Vuye-20C.yml,0.002731,0.998536,1.000000,0.000331,1.000000,0.145625,0.000352,1.000000,0.000000,0.000323,1.000000,0.000000,0.000230,1.000000,0.000000
"Si (Vuye-250C)",Vuye-250C,RefractiveIndex.info,main,Vuye-250C.yml,0.001775,0.999354,1.000000,0.000361,1.000000,0.145625,0.000371,1.000000,0.000000,0.000254,1.000000,0.000000,0.000204,1.000000,0.000000
"Si (Vuye-300C)",Vuye-300C,RefractiveIndex.info,main,Vuye-300C.yml,0.001810,0.999320,1.000000,0.000367,1.000000,0.145625,0.000375,1.000000,0.000000,0.000239,1.000000,0.000000,0.000200,1.000000,0.000000
"Si (Vuye-350C)",Vuye-350C,RefractiveIndex.info,main,Vuye-350C.yml,0.001781,0.999334,1.000000,0.000372,1.000000,0.145625,0.000379,1.000000,0.000000,0.000222,1.000000,0.000000,0.000195,1.000000,0.000000
"Si (Vuye-400C)",Vuye-400C,RefractiveIndex.info,main,Vuye-400C.yml,0.001281,0.999652,1.000000,0.000361,1.000000,0.145625,0.000383,1.000000,0.000000,0.000208,1.000000,0.000000,0.000192,1.000000,0.000000
"Si (Vuye-450C)",Vuye-450C,RefractiveIndex.info,main,Vuye-450C.yml,0.001156,0.999713,1.000000,0.000362,1.000000,0.145625,0.000385,1.000000,0.000000,0.000192,1.000000,0.000000,0.000188,1.000000,0.000000
"Si3N4 (Beliaev)",Beliaev,RefractiveIndex.info,main,Beliaev.yml,0.000269,0.995683,1.000000,0.000419,1.000000,1.000000,0.000382,1.000000,0.420114,0.000321,1.000000,0.000000,0.000300,1.000000,0.000000
"Si3N4 (Kischkat)",Kischkat,RefractiveIndex.info,main,Kischkat.yml,0.000172,1.000000,0.000000,0.000223,1.000000,0.000000,0.000195,1.000000,0.686136,0.000710,0.987961,1.000000,0.012303,0.986996,0.915966
"Si3N4 (Vogt-1)",Vogt-1,RefractiveIndex.info,main,Vogt-1.yml,0.000232,0.997068,1.000000,0.000078,1.000000,1.000000,0.000328,1.000000,0.428571,0.000271,1.000000,0.000000,0.000322,1.000000,0.000000
"Si3N4 (Vogt-2)",Vogt-2,RefractiveIndex.info,main,Vogt-2.yml,0.000299,0.998009,1.000000,0.000441,1.000000,1.000000,0.000263,1.000000,0.428571,0.000346,1.000000,0.000000,0.000284,1.000000,0.000000
"Si3N4 (Vogt-3)",Vogt-3,RefractiveIndex.info,main,Vogt-3.yml,0.000330,0.998761,1.000000,0.000445,1.000000,1.000000,0.000443,1.000000,0.428571,0.000397,1.000000,0.000000,0.000278,1.000000,0.000000
"SiC (Larruquert)",Larruquert,RefractiveIndex.info,main,Larruquert.yml,0.000677,1.000000,0.000000,0.000714,1.000000,0.000000,0.000438,1.000000,0.000000,0.000378,1.000000,0.000000,0.000163,1.000000,0.000000
"SiO (Fernandez-Perea)",Fernandez-Perea,RefractiveIndex.info,main,Fernandez-Perea.yml,0.000578,1.000000,0.000000,0.000323,1.000000,0.000000,0.000282,1.000000,0.000000,0.000439,1.000000,0.000000,0.000337,1.000000,0.000000
"SiO2 (Franta-25C)",Franta-25C,RefractiveIndex.info,main,Franta-25C.yml,0.002530,0.998699,1.000000,0.000346,0.994038,1.000000,0.000526,0.969852,1.000000,0.000420,1.000000,1.000000,0.000288,1.000000,1.000000
"SiO2 (Franta-300C)",Franta-300C,RefractiveIndex.info,main,Franta-300C.yml,0.000112,1.000000,1.000000,0.000136,1.000000,1.000000,0.000131,1.000000,1.000000,0.001505,0.946302,1.000000,0.010984,0.992720,1.000000
"SiO2 (Franta)",Franta,RefractiveIndex.info,main,Franta.yml,0.000186,0.983325,1.000000,0.000227,1.000000,1.000000,0.000212,1.000000,1.000000,0.000661,0.986373,1.000000,0.008689,0.995374,1.000000
"SiO2 (Gao)",Gao,RefractiveIndex.info,main,Gao.yml,0.000115,1.000000,1.000000,0.000139,1.000000,1.000000,0.000079,1.000000,0.107143,0.000106,1.000000,0.000000,0.000126,1.000000,0.000000
"SiO2 (Kischkat)",Kischkat,RefractiveIndex.info,main,Kischkat.yml,0.000172,1.000000,0.000000,0.000223,1.000000,0.000000,0.000195,1.000000,0.686136,0.000710,0.987961,1.000000,0.012303,0.986996,0.915966
"SiO2 (Lemarchand)",Lemarchand,RefractiveIndex.info,main,Lemarchand.yml,0.000542,0.998796,1.000000,0.000409,0.909938,1.000000,0.000346,1.000000,1.000000,0.000486,1.000000,0.000000,0.000225,1.000000,0.000000
"SiO2 (Popova)",Popova,RefractiveIndex.info,main,Popova.yml,0.000005,1.000000,0.000000,0.000007,1.000000,0.000000,0.000006,1.000000,0.000000,0.000005,1.000000,0.000000,0.016892,0.989056,0.941176
"SiO2 (Rodriguez-de Marcos)",Rodriguez-de Marcos,RefractiveIndex.info,main,Rodriguez-de Marcos.yml,0.000557,1.000000,0.000000,0.000316,1.000000,0.000000,0.000268,1.000000,0.000000,0.000420,1.000000,0.000000,0.000270,1.000000,0.000000
"Sn (Golovashkin-293K)",Golovashkin-293K,RefractiveIndex.info,main,Golovashkin-293K.yml,0.001797,0.993943,0.883721,0.002094,0.998752,1.000000,0.001318,0.997792,1.000000,0.001611,0.718874,1.000000,0.000877,1.000000,0.411765
"Sn (Golovashkin-4.2K)",Golovashkin-4.2K,RefractiveIndex.info,main,Golovashkin-4.2K.yml,0.000705,0.979689,0.534884,0.001474,0.992588,1.000000,0.000965,0.993261,1.000000,0.001335,0.824020,1.000000,0.000867,1.000000,0.411765
"Sn (Golovashkin-78K)",Golovashkin-78K,RefractiveIndex.info,main,Golovashkin-78K.yml,0.006687,0.965323,0.883721,0.001506,0.999561,1.000000,0.002234,0.992884,1.000000,0.002078,0.813051,1.000000,0.000537,0.882624,0.317647
"SnS2 (Ermolaev)",Ermolaev,RefractiveIndex.info,main,Ermolaev.yml,0.000477,0.999859,1.000000,0.000789,0.995793,1.000000,0.001044,0.988540,1.000000,0.000650,0.703939,0.200000,0.000439,1.000000,0.000000
"SnSe (Guo-alpha)",Guo-alpha,RefractiveIndex.info,main,Guo-alpha.yml,0.000044,0.998867,1.000000,0.000041,1.000000,1.000000,0.000020,1.000000,0.421429,0.000034,1.000000,0.000000,0.000040,1.000000,0.000000
"SnSe (Guo-beta)",Guo-beta,RefractiveIndex.info,main,Guo-beta.yml,0.000794,0.998389,1.000000,0.000360,0.999606,1.000000,0.001959,0.991325,0.421429,0.000266,1.000000,0.000000,0.000254,1.000000,0.000000
"SnSe (Guo-gamma)",Guo-gamma,RefractiveIndex.info,main,Guo-gamma.yml,0.001003,0.998305,1.000000,0.000504,0.998743,1.000000,0.001626,0.983840,0.421429,0.000312,1.000000,0.000000,0.000494,1.000000,0.000000
"SnSe2 (Ermolaev)",Ermolaev,RefractiveIndex.info,main,Ermolaev.yml,0.000477,0.999859,1.000000,0.000789,0.995793,1.000000,0.001044,0.988540,1.000000,0.000650,0.703939,0.200000,0.000439,1.000000,0.000000
"Sr (Rodriguez-de Marcos)",Rodriguez-de Marcos,RefractiveIndex.info,main,Rodriguez-de Marcos.yml,0.000557,1.000000,0.000000,0.000316,1.000000,0.000000,0.000268,1.000000,0.000000,0.000420,1.000000,0.000000,0.000270,1.000000,0.000000
"SrF2 (Kaiser)",Kaiser,RefractiveIndex.info,main,Kaiser.yml,0.000089,1.000000,0.000000,0.000116,1.000000,0.000000,0.000098,1.000000,0.000000,0.000086,1.000000,0.000000,0.000307,0.988567,0.588235
"SrF2 (Rodriguez-de Marcos)",Rodriguez-de Marcos,RefractiveIndex.info,main,Rodriguez-de Marcos.yml,0.000557,1.000000,0.000000,0.000316,1.000000,0.000000,0.000268,1.000000,0.000000,0.000420,1.000000,0.000000,0.000270,1.000000,0.000000
"SrTiO3 (Chernova)",Chernova,RefractiveIndex.info,main,Chernova.yml,0.000298,0.994976,1.000000,0.000445,1.000000,1.000000,0.000411,1.000000,0.411071,0.000345,1.000000,0.000000,0.000285,1.000000,0.000000
"Ta (Ordal)",Ordal,RefractiveIndex.info,main,Ordal.yml,0.001390,0.969190,0.262791,0.002529,0.994118,1.000000,0.001260,0.933348,1.000000,0.001030,0.657797,1.000000,0.000400,1.000000,1.000000
"Ta (Werner-DFT)",Werner-DFT,RefractiveIndex.info,main,Werner-DFT.yml,0.006959,0.999149,1.000000,0.000538,0.748848,1.000000,0.000397,1.000000,0.985489,0.000210,1.000000,0.000000,0.000176,1.000000,0.000000
"Ta (Werner)",Werner,RefractiveIndex.info,main,Werner.yml,0.001439,0.999873,1.000000,0.001390,0.867354,1.000000,0.000833,0.733583,0.985489,0.000225,1.000000,0.000000,0.000162,1.000000,0.000000
"Ta (Windt)",Windt,RefractiveIndex.info,main,Windt.yml,0.000183,1.000000,0.000000,0.000238,1.000000,0.000000,0.000201,1.000000,0.000000,0.000176,1.000000,0.000000,0.000209,1.000000,0.000000
"Ta2O5 (Bright-amorphous)",Bright-amorphous,RefractiveIndex.info,main,Bright-amorphous.yml,0.000324,0.990320,0.651163,0.000440,0.808028,1.000000,0.000486,0.933670,1.000000,0.001082,0.985236,1.000000,0.008719,0.997885,1.000000
"Ta2O5 (Bright-nanocrystalline)",Bright-nanocrystalline,RefractiveIndex.info,main,Bright-nanocrystalline.yml,0.000371,0.994861,0.651163,0.000429,0.919111,1.000000,0.000630,0.911580,1.000000,0.001050,0.987434,1.000000,0.015799,0.980581,1.000000
"Ta2O5 (Franta)",Franta,RefractiveIndex.info,main,Franta.yml,0.000186,0.983325,1.000000,0.000227,1.000000,1.000000,0.000212,1.000000,1.000000,0.000661,0.986373,1.000000,0.008689,0.995374,1.000000
"Ta2O5 (Gao)",Gao,RefractiveIndex.info,main,Gao.yml,0.000115,1.000000,1.000000,0.000139,1.000000,1.000000,0.000079,1.000000,0.107143,0.000106,1.000000,0.000000,0.000126,1.000000,0.000000
"Ta2O5 (Rodriguez-de Marcos)",Rodriguez-de Marcos,RefractiveIndex.info,main,Rodriguez-de Marcos.yml,0.000557,1.000000,0.000000,0.000316,1.000000,0.000000,0.000268,1.000000,0.000000,0.000420,1.000000,0.000000,0.000270,1.000000,0.000000
