name,record_id,instrument,chapter,filename,VIS_rmse,VIS_variance,VIS_coverage,NIR_rmse,NIR_variance,NIR_coverage,SWIR_rmse,SWIR_variance,SWIR_coverage,MWIR_rmse,MWIR_variance,MWIR_coverage,LWIR_rmse,LWIR_variance,LWIR_coverage
"Construction  Concrete (0598UUUCNC)",0598UUUCNC,becknic,manmade,manmade.concrete.constructionconcrete.solid.all.0598uuucnc.jhu.becknic.spectrum.txt,0.002134,0.998815,1.000000,0.000588,0.993836,1.000000,0.000959,0.998625,1.000000,0.001807,0.998929,1.000000,0.001242,0.999106,1.000000
"Construction  Concrete (0092UUU_CNC)",0092UUU_CNC,becknic,manmade,manmade.concrete.pavingconcrete.solid.all.0092uuu_cnc.jhu.becknic.spectrum.txt,0.001691,0.995898,0.837209,0.000651,0.826392,1.000000,0.001144,0.999291,1.000000,0.002302,0.996875,1.000000,0.001452,0.989286,0.882353
"Construction Concrete (0397UUUCNC)",0397UUUCNC,becknic,manmade,manmade.concrete.pavingconcrete.solid.all.0397uuucnc.jhu.becknic.spectrum.txt,0.001793,0.995120,0.837209,0.001161,0.951277,1.000000,0.001157,0.999556,1.000000,0.000776,0.999311,1.000000,0.001550,0.998234,0.882353
"Construction  Concrete (0424UUUCNC)",0424UUUCNC,becknic,manmade,manmade.concrete.pavingconcrete.solid.all.0424uuucnc.jhu.becknic.spectrum.txt,0.001807,0.999075,0.837209,0.000897,0.991940,1.000000,0.001681,0.999412,1.000000,0.001668,0.997719,1.000000,0.001300,0.997247,0.882353
"Asphaltic concrete (0425UUUASP)",0425UUUASP,becknic,manmade,manmade.concrete.pavingconcrete.solid.all.0425uuuasp.jhu.becknic.spectrum.txt,0.002740,0.995082,0.837209,0.000898,0.996428,1.000000,0.002079,0.995718,1.000000,0.003467,0.996242,1.000000,0.001484,0.997017,0.882353
"Red smooth-faced Brick (0097UUUBRK)",0097UUUBRK,becknic,manmade,manmade.generalconstructionmaterial.brick.solid.all.0097uuubrk.jhu.becknic.spectrum.txt,0.001534,0.999440,1.000000,0.001504,0.995103,1.000000,0.000864,0.980650,1.000000,0.003274,0.999152,1.000000,0.001287,0.998658,0.705882
"Weathered Red Brick (0412UUUBRK)",0412UUUBRK,becknic,manmade,manmade.generalconstructionmaterial.brick.solid.all.0412uuubrk.jhu.becknic.spectrum.txt,0.001073,0.999855,1.000000,0.001332,0.999547,1.000000,0.001721,0.993333,1.000000,0.003333,0.999404,1.000000,0.000968,0.997380,0.705882
"Bare Red Brick (0413UUUBRK)",0413UUUBRK,becknic,manmade,manmade.generalconstructionmaterial.brick.solid.all.0413uuubrk.jhu.becknic.spectrum.txt,0.001088,0.999853,1.000000,0.001333,0.999646,1.000000,0.001774,0.992725,1.000000,0.003463,0.999412,1.000000,0.001215,0.996895,0.705882
"Construction Concrete (0432UUUCNC)",0432UUUCNC,becknic,manmade,manmade.generalconstructionmaterial.cementcinderblock.solid.all.0432uuucnc.jhu.becknic.spectrum.txt,0.001752,0.998601,0.837209,0.000777,0.990101,1.000000,0.001357,0.995676,1.000000,0.002754,0.997377,1.000000,0.003221,0.980255,0.882353
"Cinders, ashen (0101UUUCIN)",0101UUUCIN,becknic,manmade,manmade.generalconstructionmaterial.cinder.solid.all.0101uuucin.jhu.becknic.spectrum.txt,0.000285,0.995629,1.000000,0.000300,0.977051,1.000000,0.000377,0.985866,1.000000,0.000852,0.989685,1.000000,0.001283,0.984520,0.705882
"Plate Window Glass (0796UUUGLS)",0796UUUGLS,becknic,manmade,manmade.generalconstructionmaterial.glas.solid.all.0796uuugls.jhu.becknic.spectrum.txt,0.001485,0.971691,1.000000,0.000497,0.988730,1.000000,0.000781,0.957731,1.000000,0.000722,0.996570,1.000000,0.002569,0.999006,0.882353
"White Marble (0722UUUMBL)",0722UUUMBL,becknic,manmade,manmade.generalconstructionmaterial.marble.solid.all.0722uuumbl.jhu.becknic.spectrum.txt,0.012449,0.989210,1.000000,0.000880,0.946549,1.000000,0.018857,0.994407,1.000000,0.015914,0.938739,1.000000,0.004530,0.994839,0.882353
"Olive green gloss paint (0385UUUPNT)",0385UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0385uuupnt.jhu.becknic.spectrum.txt,0.021588,0.920085,1.000000,0.001805,0.996761,1.000000,0.003550,0.992162,1.000000,0.022930,0.989645,1.000000,0.020751,0.927052,0.705882
"Olive green gloss paint (0386UUUPNT)",0386UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0386uuupnt.jhu.becknic.spectrum.txt,0.024976,0.906160,1.000000,0.003438,0.984128,1.000000,0.006061,0.994509,1.000000,0.016574,0.988920,1.000000,0.006553,0.944091,0.705882
"Black gloss paint (0402UUUPNT)",0402UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0402uuupnt.jhu.becknic.spectrum.txt,0.001015,0.915142,0.837209,0.000083,1.000000,1.000000,0.000300,0.995128,1.000000,0.001655,0.984680,1.000000,0.003299,0.980302,0.882353
"Black gloss paint (0403UUUPNT)",0403UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0403uuupnt.jhu.becknic.spectrum.txt,0.000529,0.892151,0.837209,0.000188,1.000000,1.000000,0.000258,1.000000,1.000000,0.001551,0.859787,1.000000,0.001276,0.981514,0.882353
"Black gloss paint (0405UUUPNT)",0405UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0405uuupnt.jhu.becknic.spectrum.txt,0.001232,0.959594,0.837209,0.000134,1.000000,1.000000,0.000259,1.000000,1.000000,0.001379,0.856069,1.000000,0.001016,0.979084,0.882353
"Black paint (0406UUUPNT)",0406UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0406uuupnt.jhu.becknic.spectrum.txt,0.000850,0.920790,0.837209,0.000191,1.000000,1.000000,0.000280,1.000000,1.000000,0.001467,0.794969,1.000000,0.001080,0.976400,0.882353
"Olive green paint (0407UUUPNT)",0407UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0407uuupnt.jhu.becknic.spectrum.txt,0.039714,0.860663,1.000000,0.006980,0.976144,1.000000,0.005074,0.999285,1.000000,0.003659,0.995100,1.000000,0.001744,0.974968,0.705882
"Olive green paint (0408UUUPNT)",0408UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0408uuupnt.jhu.becknic.spectrum.txt,0.035903,0.868130,1.000000,0.007263,0.973391,1.000000,0.005045,0.999209,1.000000,0.003133,0.996030,1.000000,0.001226,0.987547,0.705882
"Metallic Silver Paint (1246)",1246,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.1246.jpl.nicolet.spectrum.txt,0.000382,1.000000,0.000000,0.000494,1.000000,0.000000,0.002169,0.802888,0.356929,0.004781,0.888595,1.000000,0.002149,0.964393,0.883894
"Gloss Black Paint (1247)",1247,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.1247.jpl.nicolet.spectrum.txt,0.000135,1.000000,0.000000,0.000107,1.000000,0.000000,0.000780,1.000000,0.356929,0.001347,0.881275,1.000000,0.003273,0.939477,0.883894
"Flat Black Paint (1249)",1249,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.1249.jpl.nicolet.spectrum.txt,0.000174,1.000000,0.000000,0.000138,1.000000,0.000000,0.000860,0.609875,0.356929,0.001034,0.712000,1.000000,0.002701,0.971968,0.883894
"Glossy Black Paint (1601)",1601,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.1601.jpl.nicolet.spectrum.txt,0.000108,1.000000,0.000000,0.000086,1.000000,0.000000,0.000841,0.583176,0.356929,0.002222,0.682363,1.000000,0.001482,0.953635,0.883894
"Ultra Flat Black Paint (1602)",1602,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.1602.jpl.nicolet.spectrum.txt,0.000112,1.000000,0.000000,0.000089,1.000000,0.000000,0.000903,1.000000,0.356929,0.002769,0.586828,1.000000,0.001054,0.969293,0.883894
"Flat Black Paint (1949)",1949,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.1949.jpl.nicolet.spectrum.txt,0.000173,1.000000,0.000000,0.000137,1.000000,0.000000,0.000882,0.493694,0.356929,0.001311,0.769994,1.000000,0.002177,0.963777,0.883894
"Black Nextel Paint (3101-c10)",3101-c10,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.3101-c10.jpl.nicolet.spectrum.txt,0.000100,1.000000,0.000000,0.000079,1.000000,0.000000,0.000906,0.473907,0.356929,0.001706,0.880718,1.000000,0.000961,0.925766,1.000000
"Flat Black Paint (7211)",7211,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.7211.jpl.nicolet.spectrum.txt,0.000148,1.000000,0.000000,0.000117,1.000000,0.000000,0.000846,1.000000,0.356929,0.001263,0.727362,1.000000,0.003364,0.922090,0.883894
"Lamp (Ebony) Black Paint (DA67)",DA67,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.da67.jpl.nicolet.spectrum.txt,0.000163,1.000000,0.000000,0.000130,1.000000,0.000000,0.000951,0.377513,0.356929,0.003498,0.941191,1.000000,0.003830,0.907313,0.883894
"Glossy Black Paint (DM625)",DM625,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.dm625.jpl.nicolet.spectrum.txt,0.000118,1.000000,0.000000,0.000094,1.000000,0.000000,0.000898,0.544424,0.356929,0.004875,0.959083,1.000000,0.011032,0.976926,0.883894
"Flat Black Paint (DM725)",DM725,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.dm725.jpl.nicolet.spectrum.txt,0.000171,1.000000,0.000000,0.000136,1.000000,0.000000,0.000938,0.568196,0.356929,0.004881,0.942401,1.000000,0.006681,0.990562,0.883894
"Pine Wood (0404UUUWOD)",0404UUUWOD,becknic,manmade,manmade.generalconstructionmaterial.wood.solid.all.0404uuuwod.jhu.becknic.spectrum.txt,0.006208,0.999529,1.000000,0.003302,0.901309,1.000000,0.005403,0.999071,1.000000,0.004110,0.996870,1.000000,0.002649,0.977591,0.705882
"Pine Wood (0410UUUWOD)",0410UUUWOD,becknic,manmade,manmade.generalconstructionmaterial.wood.solid.all.0410uuuwod.jhu.becknic.spectrum.txt,0.002927,0.999854,0.837209,0.003794,0.905384,1.000000,0.004685,0.999262,1.000000,0.004478,0.994870,1.000000,0.001852,0.984755,0.882353
"Gold plate (001682)",001682,becknic,manmade,manmade.reflectancetarget.none.solid.tir.001682.jpl.nicolet.spectrum.txt,0.000216,1.000000,0.000000,0.000596,1.000000,0.000000,0.000752,0.927183,0.356929,0.002184,0.952660,1.000000,0.002226,0.978143,1.000000
"Brass plate (ILF-17464-2-1-bc)",ILF-17464-2-1-bc,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-1-bc.jpl.nicolet.spectrum.txt,0.000179,1.000000,0.000000,0.000505,1.000000,0.000000,0.000886,0.814223,0.356929,0.002061,0.655030,1.000000,0.002016,0.889926,1.000000
"Brass plate (ILF-17464-2-1-c)",ILF-17464-2-1-c,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-1-c.jpl.nicolet.spectrum.txt,0.000191,1.000000,0.000000,0.000512,1.000000,0.000000,0.000824,1.000000,0.356929,0.001973,0.214910,1.000000,0.002224,0.875755,1.000000
"Brass plate (ILF-17464-2-1-cl)",ILF-17464-2-1-cl,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-1-cl.jpl.nicolet.spectrum.txt,0.000224,1.000000,0.000000,0.000621,1.000000,0.000000,0.001553,0.000000,0.356929,0.002183,0.206895,1.000000,0.002080,0.858418,1.000000
"Brass plate (ILF-17464-2-1-tc)",ILF-17464-2-1-tc,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-1-tc.jpl.nicolet.spectrum.txt,0.000197,1.000000,0.000000,0.000533,1.000000,0.000000,0.001089,0.000000,0.356929,0.002126,0.038903,1.000000,0.002050,0.860420,1.000000
"Brass plate (ILF-17464-2-1-tl)",ILF-17464-2-1-tl,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-1-tl.jpl.nicolet.spectrum.txt,0.000215,1.000000,0.000000,0.000591,1.000000,0.000000,0.000833,0.334526,0.356929,0.002157,0.263636,1.000000,0.002151,0.837257,1.000000
"Brass plate (ILF-17464-2-2-bc)",ILF-17464-2-2-bc,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-bc.jpl.nicolet.spectrum.txt,0.000179,1.000000,0.000000,0.000504,1.000000,0.000000,0.001096,0.947325,0.356929,0.002451,0.793230,1.000000,0.001953,0.972395,1.000000
"Brass plate (ILF-17464-2-2-bl)",ILF-17464-2-2-bl,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-bl.jpl.nicolet.spectrum.txt,0.000187,1.000000,0.000000,0.000634,1.000000,0.000000,0.001147,0.939108,0.356929,0.001962,0.908935,1.000000,0.001873,0.977641,1.000000
"Brass plate (ILF-17464-2-2-br)",ILF-17464-2-2-br,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-br.jpl.nicolet.spectrum.txt,0.000193,1.000000,0.000000,0.000519,1.000000,0.000000,0.000940,0.949908,0.356929,0.002187,0.877409,1.000000,0.002144,0.972846,1.000000
"Brass plate (ILF-17464-2-2-c)",ILF-17464-2-2-c,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-c.jpl.nicolet.spectrum.txt,0.000207,1.000000,0.000000,0.000564,1.000000,0.000000,0.000832,0.847175,0.356929,0.001261,0.941059,1.000000,0.002342,0.963482,1.000000
"Brass plate (ILF-17464-2-2-cl)",ILF-17464-2-2-cl,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-cl.jpl.nicolet.spectrum.txt,0.000195,1.000000,0.000000,0.000524,1.000000,0.000000,0.000914,0.926466,0.356929,0.001384,0.933237,1.000000,0.002137,0.967562,1.000000
"Brass plate (ILF-17464-2-2-cr)",ILF-17464-2-2-cr,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-cr.jpl.nicolet.spectrum.txt,0.000179,1.000000,0.000000,0.000509,1.000000,0.000000,0.000995,0.839925,0.356929,0.001900,0.752616,1.000000,0.001693,0.973549,1.000000
"Brass plate (ILF-17464-2-2-tc)",ILF-17464-2-2-tc,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-tc.jpl.nicolet.spectrum.txt,0.000188,1.000000,0.000000,0.000500,1.000000,0.000000,0.001035,0.933758,0.356929,0.001631,0.848188,1.000000,0.002241,0.956489,1.000000
"Brass plate (ILF-17464-2-2-tl)",ILF-17464-2-2-tl,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-tl.jpl.nicolet.spectrum.txt,0.000195,1.000000,0.000000,0.000525,1.000000,0.000000,0.000965,0.887346,0.356929,0.001293,0.916064,1.000000,0.002270,0.953950,1.000000
"Brass plate (ILF-17464-2-2-tr)",ILF-17464-2-2-tr,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-tr.jpl.nicolet.spectrum.txt,0.000183,1.000000,0.000000,0.000489,1.000000,0.000000,0.000997,0.914260,0.356929,0.002002,0.741661,1.000000,0.002224,0.954493,1.000000
"Brass plate (SN)",SN,becknic,manmade,manmade.reflectancetarget.none.solid.tir.sn.jpl.nicolet.spectrum.txt,0.000183,1.000000,0.000000,0.000488,1.000000,0.000000,0.000874,0.704065,0.356929,0.001688,0.437488,1.000000,0.002335,0.804431,1.000000
"Construction Asphalt (0095UUUASP)",0095UUUASP,becknic,manmade,manmade.road.pavingasphalt.solid.all.0095uuuasp.jhu.becknic.spectrum.txt,0.001180,0.996780,0.837209,0.000199,0.999107,1.000000,0.000717,0.991049,1.000000,0.001506,0.997143,1.000000,0.000956,0.994771,0.882353
"Construction Asphalt (0096UUUASP)",0096UUUASP,becknic,manmade,manmade.road.pavingasphalt.solid.all.0096uuuasp.jhu.becknic.spectrum.txt,0.000856,0.996565,0.837209,0.000179,0.998821,1.000000,0.000758,0.990881,1.000000,0.001498,0.994814,1.000000,0.001256,0.984921,0.882353
"Construction Asphalt (0674UUUASP)",0674UUUASP,becknic,manmade,manmade.road.pavingasphalt.solid.all.0674uuuasp.jhu.becknic.spectrum.txt,0.000348,0.996159,1.000000,0.000465,1.000000,1.000000,0.000537,0.977664,1.000000,0.000772,0.993612,1.000000,0.000868,0.995788,0.705882
"Construction Tar (0099UUUTAR)",0099UUUTAR,becknic,manmade,manmade.road.tar.solid.all.0099uuutar.jhu.becknic.spectrum.txt,0.000599,0.931102,0.837209,0.000095,1.000000,1.000000,0.000263,1.000000,1.000000,0.000444,0.991690,1.000000,0.000479,0.936959,0.882353
"Construction Tar (0100UUUTAR)",0100UUUTAR,becknic,manmade,manmade.road.tar.solid.all.0100uuutar.jhu.becknic.spectrum.txt,0.001033,0.969382,0.837209,0.000155,1.000000,1.000000,0.000359,0.875778,1.000000,0.000483,0.958603,1.000000,0.000740,0.941757,0.882353
"Aluminum Metal (0384UUUALM)",0384UUUALM,becknic,manmade,manmade.roofingmaterial.metal.solid.all.0384uuualm.jhu.becknic.spectrum.txt,0.003398,0.995843,1.000000,0.004675,0.995425,1.000000,0.001733,0.998337,1.000000,0.001989,0.987633,1.000000,0.002215,0.810710,0.705882
"Galvanized Steel Metal (0525UUUSTLa)",0525UUUSTLa,becknic,manmade,manmade.roofingmaterial.metal.solid.all.0525uuustla.jhu.becknic.spectrum.txt,0.000885,0.999110,1.000000,0.001038,0.989118,1.000000,0.001372,0.994625,1.000000,0.000763,0.995627,1.000000,0.000692,0.994773,0.705882
"Galvanized Steel Metal (0525UUUSTLb)",0525UUUSTLb,becknic,manmade,manmade.roofingmaterial.metal.solid.all.0525uuustlb.jhu.becknic.spectrum.txt,0.005094,0.911356,1.000000,0.008043,0.882698,1.000000,0.002467,0.999204,1.000000,0.004759,0.998021,1.000000,0.005281,0.995185,0.705882
"Oxidized Galvanized Steel Metal (0526UUUSTLa)",0526UUUSTLa,becknic,manmade,manmade.roofingmaterial.metal.solid.all.0526uuustla.jhu.becknic.spectrum.txt,0.001927,0.995107,1.000000,0.002350,0.983907,1.000000,0.001376,0.999280,1.000000,0.009083,0.991642,1.000000,0.008717,0.980938,0.705882
"Copper Metal (0681UUUCOP)",0681UUUCOP,becknic,manmade,manmade.roofingmaterial.metal.solid.all.0681uuucop.jhu.becknic.spectrum.txt,0.001301,0.997713,1.000000,0.000687,0.970470,1.000000,0.000611,0.998437,1.000000,0.000704,0.997946,1.000000,0.000706,0.986130,0.705882
"Copper Metal (0682UUUCOP)",0682UUUCOP,becknic,manmade,manmade.roofingmaterial.metal.solid.all.0682uuucop.jhu.becknic.spectrum.txt,0.003483,0.999423,1.000000,0.002084,0.998790,1.000000,0.001670,0.999164,1.000000,0.007127,0.961326,1.000000,0.003177,0.933851,0.705882
"Copper Metal (0692UUUCOP)",0692UUUCOP,becknic,manmade,manmade.roofingmaterial.metal.solid.all.0692uuucop.jhu.becknic.spectrum.txt,0.009703,0.987334,1.000000,0.001434,0.996527,1.000000,0.001482,0.996951,1.000000,0.004550,0.993806,1.000000,0.006019,0.966435,0.705882
"Black tar paper (0522UUUTAR)",0522UUUTAR,becknic,manmade,manmade.roofingmaterial.roofingpaper.solid.all.0522uuutar.jhu.becknic.spectrum.txt,0.000119,0.996634,1.000000,0.000108,0.993159,1.000000,0.000391,0.907268,1.000000,0.000505,0.989908,1.000000,0.000643,0.984738,0.705882
"Black tar paper (0523UUUTAR)",0523UUUTAR,becknic,manmade,manmade.roofingmaterial.roofingpaper.solid.all.0523uuutar.jhu.becknic.spectrum.txt,0.000273,1.000000,1.000000,0.000143,0.989734,1.000000,0.000511,0.996036,1.000000,0.001480,0.972490,1.000000,0.000592,0.989755,0.705882
"Asphalt Shingle (0490UUUASP)",0490UUUASP,becknic,manmade,manmade.roofingmaterial.roofingshingle.solid.all.0490uuuasp.jhu.becknic.spectrum.txt,0.007893,0.986990,1.000000,0.000799,0.993964,1.000000,0.001463,0.997213,1.000000,0.001358,0.998149,1.000000,0.000561,0.998022,1.000000
"White rubberized coating (0795UUURBR)",0795UUURBR,becknic,manmade,manmade.roofingmaterial.rubber.solid.all.0795uuurbr.jhu.becknic.spectrum.txt,0.006387,0.998149,1.000000,0.001383,0.982703,1.000000,0.006811,0.997635,1.000000,0.001852,0.997415,1.000000,0.001521,0.989814,0.882353
"Black unspecified rubber (0833UUURBR)",0833UUURBR,becknic,manmade,manmade.roofingmaterial.rubber.solid.all.0833uuurbr.jhu.becknic.spectrum.txt,0.000369,0.983776,1.000000,0.000600,0.683305,1.000000,0.000440,1.000000,1.000000,0.000684,0.852949,1.000000,0.001241,0.995013,0.882353
"White fiberglass unspecified rubber (0834UUURBR)",0834UUURBR,becknic,manmade,manmade.roofingmaterial.rubber.solid.all.0834uuurbr.jhu.becknic.spectrum.txt,0.011056,0.996390,1.000000,0.000865,0.988745,1.000000,0.008537,0.997485,1.000000,0.002169,0.996748,1.000000,0.001560,0.991612,0.882353
"Asphalt roofing shingle (0597UUUASP)",0597UUUASP,becknic,manmade,manmade.roofingmaterial.shingle.solid.all.0597uuuasp.jhu.becknic.spectrum.txt,0.004756,0.993738,1.000000,0.000768,0.985299,1.000000,0.000830,0.998745,1.000000,0.001256,0.998695,1.000000,0.000738,0.998950,1.000000
"Reddish Asphalt roofing shingle (0672UUUASP)",0672UUUASP,becknic,manmade,manmade.roofingmaterial.shingle.solid.all.0672uuuasp.jhu.becknic.spectrum.txt,0.000212,0.999802,1.000000,0.000651,1.000000,1.000000,0.000467,0.972956,1.000000,0.000863,0.996245,1.000000,0.000849,0.997015,0.705882
"Slate stone Shingle (0680UUUSTO)",0680UUUSTO,becknic,manmade,manmade.roofingmaterial.shingle.solid.all.0680uuusto.jhu.becknic.spectrum.txt,0.001664,0.991520,1.000000,0.001408,0.722143,1.000000,0.000760,0.986808,1.000000,0.001737,0.998350,1.000000,0.002335,0.999188,0.882353
"Reddish asphalt Shingle (0683UUUASP)",0683UUUASP,becknic,manmade,manmade.roofingmaterial.shingle.solid.all.0683uuuasp.jhu.becknic.spectrum.txt,0.001852,0.999216,1.000000,0.001888,0.851441,1.000000,0.001039,0.997318,1.000000,0.001415,0.996221,1.000000,0.000978,0.997508,0.705882
"Terra cotta Tiles (0484UUUPOT)",0484UUUPOT,becknic,manmade,manmade.roofingmaterial.tile.solid.all.0484uuupot.jhu.becknic.spectrum.txt,0.000763,0.999375,1.000000,0.000673,0.970338,1.000000,0.000858,0.985428,1.000000,0.001109,0.998743,1.000000,0.001093,0.998135,0.705882
"ALH 84007 (ALH84007)",ALH84007,becknic,meteorites,meteorites.achondrite.aubrite.fine.tir.alh84007.jhu.becknic.spectrum.txt,0.000304,1.000000,0.000000,0.000205,1.000000,0.000000,0.000504,1.000000,0.300357,0.001020,0.996270,1.000000,0.000927,0.989568,1.000000
"ALHA 77256 (ALHA77256)",ALHA77256,becknic,meteorites,meteorites.achondrite.diogenite.fine.tir.alha77256.jhu.becknic.spectrum.txt,0.000308,1.000000,0.000000,0.000206,1.000000,0.000000,0.000643,0.998133,0.300357,0.001604,0.995922,1.000000,0.000981,0.996031,1.000000
"Johnstown (Johnstown)",Johnstown,becknic,meteorites,meteorites.achondrite.diogenite.fine.tir.johnstown.jhu.becknic.spectrum.txt,0.000184,1.000000,0.000000,0.000147,1.000000,0.000000,0.000469,0.997910,0.300357,0.001130,0.996434,1.000000,0.000789,0.995388,1.000000
"Haraiya (Haraiya)",Haraiya,becknic,meteorites,meteorites.achondrite.eucrite.fine.tir.haraiya.jhu.becknic.spectrum.txt,0.000193,1.000000,0.000000,0.000155,1.000000,0.000000,0.000362,0.993827,0.300357,0.001157,0.994953,1.000000,0.000436,0.998266,1.000000
"Yamato 791192 (Yamato791192)",Yamato791192,becknic,meteorites,meteorites.achondrite.eucrite.fine.tir.yamato791192.jhu.becknic.spectrum.txt,0.000162,1.000000,0.000000,0.000129,1.000000,0.000000,0.000386,0.996280,0.300357,0.001271,0.994244,1.000000,0.000666,0.997964,1.000000
"Yamato 791195 (Yamato791195)",Yamato791195,becknic,meteorites,meteorites.achondrite.eucrite.fine.tir.yamato791195.jhu.becknic.spectrum.txt,0.000219,1.000000,0.000000,0.000174,1.000000,0.000000,0.000460,0.997215,0.300357,0.001063,0.997322,1.000000,0.000398,0.999239,1.000000
"Bholghati (Bholghati)",Bholghati,becknic,meteorites,meteorites.achondrite.howardite.fine.tir.bholghati.jhu.becknic.spectrum.txt,0.000127,1.000000,0.000000,0.000101,1.000000,0.000000,0.000225,0.992975,0.300357,0.000649,0.993492,1.000000,0.000302,0.998936,1.000000
"Bialystok (Bialystok)",Bialystok,becknic,meteorites,meteorites.achondrite.howardite.fine.tir.bialystok.jhu.becknic.spectrum.txt,0.000184,1.000000,0.000000,0.000147,1.000000,0.000000,0.000419,0.997414,0.300357,0.000900,0.997536,1.000000,0.000270,0.999283,1.000000
"Bununu (Bununu)",Bununu,becknic,meteorites,meteorites.achondrite.howardite.fine.tir.bununu.jhu.becknic.spectrum.txt,0.000110,1.000000,0.000000,0.000087,1.000000,0.000000,0.000232,0.996724,0.300357,0.001020,0.989473,1.000000,0.000309,0.999171,1.000000
"Petersburg (Petersburg)",Petersburg,becknic,meteorites,meteorites.achondrite.howardite.fine.tir.petersburg.jhu.becknic.spectrum.txt,0.000181,1.000000,0.000000,0.000144,1.000000,0.000000,0.000370,0.996829,0.300357,0.000822,0.997216,1.000000,0.000315,0.999170,1.000000
"ALHA 77005 (ALHA77005)",ALHA77005,becknic,meteorites,meteorites.achondrite.shergottite.fine.tir.alha77005.jhu.becknic.spectrum.txt,0.000363,1.000000,0.000000,0.000220,1.000000,0.000000,0.000419,0.985820,0.300357,0.000905,0.997803,1.000000,0.000469,0.999220,1.000000
"EETA 79001 (EETA79001)",EETA79001,becknic,meteorites,meteorites.achondrite.shergottite.fine.tir.eeta79001.jhu.becknic.spectrum.txt,0.000179,1.000000,0.000000,0.000143,1.000000,0.000000,0.000381,0.995804,0.300357,0.000708,0.998608,1.000000,0.000341,0.999095,1.000000
"Dingo Pup Donga (DingoPupDonga)",DingoPupDonga,becknic,meteorites,meteorites.achondrite.urelite.fine.tir.dingopupdonga.jhu.becknic.spectrum.txt,0.000068,1.000000,0.000000,0.000054,1.000000,0.000000,0.000116,1.000000,0.300357,0.000239,0.991952,1.000000,0.000190,0.997443,1.000000
"PCA 82506 (PCA82506)",PCA82506,becknic,meteorites,meteorites.achondrite.urelite.fine.tir.pca82506.jhu.becknic.spectrum.txt,0.000063,1.000000,0.000000,0.000050,1.000000,0.000000,0.000133,1.000000,0.300357,0.000213,0.975556,1.000000,0.000185,0.997952,1.000000
"Tierra Blanca (TierraBlanca)",TierraBlanca,becknic,meteorites,meteorites.anomalou.none.fine.tir.tierrablanca.jhu.becknic.spectrum.txt,0.000124,1.000000,0.000000,0.000098,1.000000,0.000000,0.000190,1.000000,0.300357,0.000450,0.997323,1.000000,0.000293,0.998610,1.000000
"Winona (Winona)",Winona,becknic,meteorites,meteorites.anomalou.none.fine.tir.winona.jhu.becknic.spectrum.txt,0.000101,1.000000,0.000000,0.000080,1.000000,0.000000,0.000207,1.000000,0.300357,0.000328,0.995701,1.000000,0.000315,0.994011,1.000000
"Karoonda1 (Karoonda1)",Karoonda1,becknic,meteorites,meteorites.carbonaceouschondrite.c4.fine.tir.karoonda1.jhu.becknic.spectrum.txt,0.000041,1.000000,0.000000,0.000033,1.000000,0.000000,0.000065,1.000000,0.300357,0.000177,0.983616,1.000000,0.000203,0.997334,1.000000
