name,record_id,instrument,chapter,filename,VIS_rmse,VIS_variance,VIS_coverage,NIR_rmse,NIR_variance,NIR_coverage,SWIR_rmse,SWIR_variance,SWIR_coverage,MWIR_rmse,MWIR_variance,MWIR_coverage,LWIR_rmse,LWIR_variance,LWIR_coverage
"Sanidine (K,Na)Al3O8 (sanidine_3)",sanidine_3,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.sanidine_3.jhu.nicolet.spectrum.txt,0.000348,1.000000,0.000000,0.000217,1.000000,0.000000,0.000346,0.917597,0.300357,0.000999,0.999283,1.000000,0.001243,0.996360,1.000000
"Sodalite Na8Al6Si6O24Cl2 (sodalite_1)",sodalite_1,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.sodalite_1.jhu.nicolet.spectrum.txt,0.000195,1.000000,0.000000,0.000157,1.000000,0.000000,0.000381,1.000000,0.300357,0.002006,0.990361,1.000000,0.002959,0.980121,1.000000
"Sodalite Na_8Al_6Si_6O_24Cl_2 (TS-10A)",TS-10A,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-10a.jpl.nicolet.spectrum.txt,0.000282,1.000000,0.000000,0.000435,1.000000,0.000000,0.001663,0.995272,0.356929,0.014133,0.992966,1.000000,0.013760,0.984665,1.000000
"Orthoclase (Feldspar) (K,Na)AlSi_3O_8 (TS-12A)",TS-12A,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-12a.jpl.nicolet.spectrum.txt,0.000179,1.000000,0.000000,0.000554,1.000000,0.000000,0.000865,0.949251,0.356929,0.006886,0.999344,1.000000,0.003097,0.997051,1.000000
"Microcline (Feldspar) (K,Na)AlSi_3O_8 (TS-17A)",TS-17A,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-17a.jpl.nicolet.spectrum.txt,0.000195,1.000000,0.000000,0.000785,1.000000,0.000000,0.003708,0.990674,0.356929,0.006281,0.999138,1.000000,0.004793,0.995187,1.000000
"Quartz SiO_2 (TS-1A)",TS-1A,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-1a.jpl.nicolet.spectrum.txt,0.000182,1.000000,0.000000,0.000487,1.000000,0.000000,0.000899,0.666437,0.356929,0.013087,0.998160,1.000000,0.008337,0.997980,1.000000
"Quartz SiO_2 (TS-1B)",TS-1B,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-1b.jpl.nicolet.spectrum.txt,0.000180,1.000000,0.000000,0.000565,1.000000,0.000000,0.000908,0.698598,0.356929,0.009834,0.999033,1.000000,0.009080,0.997792,1.000000
"Quartz SiO_2 (TS-1C)",TS-1C,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-1c.jpl.nicolet.spectrum.txt,0.000183,1.000000,0.000000,0.000599,1.000000,0.000000,0.001019,0.913081,0.356929,0.011028,0.998382,1.000000,0.007973,0.998048,1.000000
"Quartz SiO_2 (TS-1D)",TS-1D,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-1d.jpl.nicolet.spectrum.txt,0.000181,1.000000,0.000000,0.000487,1.000000,0.000000,0.001083,0.776433,0.356929,0.010743,0.998604,1.000000,0.007960,0.998079,1.000000
"Labradorite (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-2A)",TS-2A,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-2a.jpl.nicolet.spectrum.txt,0.000259,1.000000,0.000000,0.000574,1.000000,0.000000,0.001661,0.584030,0.356929,0.007745,0.999021,1.000000,0.002940,0.994968,1.000000
"Labradorite (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-2B)",TS-2B,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-2b.jpl.nicolet.spectrum.txt,0.000490,1.000000,0.000000,0.000428,1.000000,0.000000,0.001127,0.980614,0.356929,0.002736,0.999327,1.000000,0.002724,0.995545,1.000000
"Oligoclase (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-3A)",TS-3A,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-3a.jpl.nicolet.spectrum.txt,0.000332,1.000000,0.000000,0.000212,1.000000,0.000000,0.002621,0.982310,0.356929,0.004712,0.999461,1.000000,0.004589,0.990743,1.000000
"Andesine (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-4A)",TS-4A,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-4a.jpl.nicolet.spectrum.txt,0.000198,1.000000,0.000000,0.000816,1.000000,0.000000,0.002225,0.970959,0.356929,0.008865,0.998778,1.000000,0.004118,0.993322,1.000000
"Anorthite (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-5A)",TS-5A,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-5a.jpl.nicolet.spectrum.txt,0.000504,1.000000,0.000000,0.000925,1.000000,0.000000,0.003162,0.995494,0.356929,0.004725,0.998513,1.000000,0.005816,0.978787,1.000000
"Albite (Feldspar) (K,Na)AlSi_3O_8 (TS-6A)",TS-6A,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-6a.jpl.nicolet.spectrum.txt,0.000260,1.000000,0.000000,0.000568,1.000000,0.000000,0.002621,0.987952,0.356929,0.006976,0.998968,1.000000,0.003827,0.993198,1.000000
"Natrolite Na_2Al_2Si_3O_10.2H_2O (TS-8A)",TS-8A,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-8a.jpl.nicolet.spectrum.txt,0.000304,1.000000,0.000000,0.000304,1.000000,0.000000,0.013479,0.981795,0.356929,0.008201,0.982696,1.000000,0.017678,0.944953,1.000000
"Stilbite NaCa_2Al_5Si_3O_36.14H_2O (TS-9A)",TS-9A,becknic,mineral,mineral.silicate.tectosilicate.coarse.tir.ts-9a.jpl.nicolet.spectrum.txt,0.000324,1.000000,0.000000,0.000318,1.000000,0.000000,0.004061,0.995628,0.356929,0.003921,0.977384,1.000000,0.003322,0.996422,1.000000
"Sodalite Na_8Al_6Si_6O_24Cl_2 (TS-10A)",TS-10A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-10a.jpl.beckman.spectrum.txt,0.008089,0.992075,0.883721,0.002039,0.933898,1.000000,0.002383,0.993776,1.000000,0.000705,1.000000,0.000000,0.000547,1.000000,0.000000
"Sodalite Na_8Al_6Si_6O_24Cl_2 (TS-10A)",TS-10A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-10a.jpl.perkin.spectrum.txt,0.007962,0.992131,0.883721,0.002192,0.919578,1.000000,0.001612,0.997572,1.000000,0.000777,1.000000,0.000000,0.000611,1.000000,0.000000
"Buddingtonite (Feldspar) (NH_4)AlSi_3O_8.0.5H_2O (TS-11A)",TS-11A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-11a.jpl.beckman.spectrum.txt,0.001448,0.999757,0.883721,0.002190,0.982594,1.000000,0.007554,0.993389,1.000000,0.000726,1.000000,0.000000,0.000542,1.000000,0.000000
"Orthoclase (Feldspar) (K,Na)AlSi_3O_8 (TS-12A)",TS-12A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-12a.jpl.beckman.spectrum.txt,0.001204,0.999355,0.883721,0.000669,0.966078,1.000000,0.001019,0.990630,1.000000,0.000544,1.000000,0.000000,0.000587,1.000000,0.000000
"Orthoclase (Feldspar) (K,Na)AlSi_3O_8 (TS-12A)",TS-12A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-12a.jpl.perkin.spectrum.txt,0.000947,0.999460,0.883721,0.001395,0.461274,1.000000,0.000890,0.992140,1.000000,0.000445,1.000000,0.000000,0.000635,1.000000,0.000000
"Nepheline (Na,K)AlSiO_4 (TS-16A)",TS-16A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-16a.jpl.beckman.spectrum.txt,0.000878,0.999202,0.883721,0.001723,0.921149,1.000000,0.004290,0.997122,1.000000,0.000711,1.000000,0.000000,0.000564,1.000000,0.000000
"Microcline (Feldspar) (K,Na)AlSi_3O_8 (TS-17A)",TS-17A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-17a.jpl.beckman.spectrum.txt,0.002460,0.999693,0.883721,0.001138,0.991987,1.000000,0.003053,0.996898,1.000000,0.000619,1.000000,0.000000,0.000602,1.000000,0.000000
"Microcline (Feldspar) (K,Na)AlSi_3O_8 (TS-17A)",TS-17A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-17a.jpl.perkin.spectrum.txt,0.002231,0.999762,0.883721,0.001706,0.976721,1.000000,0.002498,0.998302,1.000000,0.000637,1.000000,0.000000,0.000605,1.000000,0.000000
"Quartz SiO_2 (TS-1A)",TS-1A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-1a.jpl.beckman.spectrum.txt,0.001364,0.979315,0.883721,0.002029,0.729302,1.000000,0.000836,0.965514,1.000000,0.000514,1.000000,0.000000,0.000891,1.000000,0.000000
"Quartz SiO_2 (TS-1A)",TS-1A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-1a.jpl.perkin.spectrum.txt,0.000929,0.988548,0.883721,0.001380,0.879518,1.000000,0.001082,0.983290,1.000000,0.000505,1.000000,0.000000,0.000529,1.000000,0.000000
"Quartz SiO_2 (TS-1B)",TS-1B,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-1b.jpl.beckman.spectrum.txt,0.002439,0.997395,0.883721,0.001701,0.998605,1.000000,0.001233,0.989690,1.000000,0.000450,1.000000,0.000000,0.000678,1.000000,0.000000
"Quartz SiO_2 (TS-1B)",TS-1B,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-1b.jpl.perkin.spectrum.txt,0.002208,0.997385,0.883721,0.000663,0.999636,1.000000,0.001278,0.967787,1.000000,0.000421,1.000000,0.000000,0.000678,1.000000,0.000000
"Quartz SiO_2 (TS-1C)",TS-1C,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-1c.jpl.beckman.spectrum.txt,0.001246,0.997492,0.883721,0.000577,0.965302,1.000000,0.001533,0.934082,1.000000,0.000589,1.000000,0.000000,0.000506,1.000000,0.000000
"Quartz SiO_2 (TS-1C)",TS-1C,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-1c.jpl.perkin.spectrum.txt,0.001120,0.997947,0.883721,0.000992,0.803987,1.000000,0.001146,0.986161,1.000000,0.000426,1.000000,0.000000,0.000678,1.000000,0.000000
"Quartz SiO_2 (TS-1D)",TS-1D,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-1d.jpl.beckman.spectrum.txt,0.000901,0.992847,0.883721,0.000899,0.664375,1.000000,0.000952,0.967786,1.000000,0.000548,1.000000,0.000000,0.000968,1.000000,0.000000
"Quartz SiO_2 (TS-1D)",TS-1D,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-1d.jpl.perkin.spectrum.txt,0.000490,0.997018,0.883721,0.001015,0.887353,1.000000,0.001368,0.973325,1.000000,0.000592,1.000000,0.000000,0.000510,1.000000,0.000000
"Quartz SiO_2 (TS-1E)",TS-1E,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-1e.jpl.beckman.spectrum.txt,0.004695,0.997022,0.883721,0.003620,0.996442,1.000000,0.004789,0.996481,1.000000,0.000684,1.000000,0.000000,0.000546,1.000000,0.000000
"Quartz SiO_2 (TS-1E)",TS-1E,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-1e.jpl.perkin.spectrum.txt,0.004004,0.997951,0.883721,0.002886,0.997175,1.000000,0.004884,0.996399,1.000000,0.000764,1.000000,0.000000,0.000549,1.000000,0.000000
"Labradorite (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-2A)",TS-2A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-2a.jpl.beckman.spectrum.txt,0.002495,0.998681,0.883721,0.004394,0.995236,1.000000,0.002267,0.998026,1.000000,0.000631,1.000000,0.000000,0.000724,1.000000,0.000000
"Labradorite (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-2A)",TS-2A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-2a.jpl.perkin.spectrum.txt,0.002094,0.998773,0.883721,0.003672,0.995230,1.000000,0.002660,0.996088,1.000000,0.000606,1.000000,0.000000,0.000749,1.000000,0.000000
"Labradorite (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-2B)",TS-2B,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-2b.jpl.beckman.spectrum.txt,0.001226,0.995308,0.883721,0.002022,0.910185,1.000000,0.000741,0.997246,1.000000,0.000436,1.000000,0.000000,0.000530,1.000000,0.000000
"Labradorite (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-2B)",TS-2B,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-2b.jpl.perkin.spectrum.txt,0.001040,0.996202,0.883721,0.001208,0.958174,1.000000,0.000814,0.992843,1.000000,0.000358,1.000000,0.000000,0.000554,1.000000,0.000000
"Oligoclase (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-3A)",TS-3A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-3a.jpl.beckman.spectrum.txt,0.001547,0.994491,0.883721,0.000742,0.968433,1.000000,0.002245,0.993695,1.000000,0.000633,1.000000,0.000000,0.000608,1.000000,0.000000
"Oligoclase (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-3A)",TS-3A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-3a.jpl.perkin.spectrum.txt,0.000769,0.998956,0.883721,0.001329,0.946214,1.000000,0.002212,0.995726,1.000000,0.000658,1.000000,0.000000,0.000570,1.000000,0.000000
"Andesine (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-4A)",TS-4A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-4a.jpl.beckman.spectrum.txt,0.001666,0.999278,0.883721,0.002642,0.986054,1.000000,0.002896,0.995191,1.000000,0.000637,1.000000,0.000000,0.000731,1.000000,0.000000
"Andesine (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-4A)",TS-4A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-4a.jpl.perkin.spectrum.txt,0.001066,0.999717,0.883721,0.002087,0.988897,1.000000,0.002311,0.996130,1.000000,0.000605,1.000000,0.000000,0.000752,1.000000,0.000000
"Anorthite (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-5A)",TS-5A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-5a.jpl.beckman.spectrum.txt,0.001602,0.999075,0.883721,0.001089,0.990707,1.000000,0.002615,0.996528,1.000000,0.000664,1.000000,0.000000,0.000614,1.000000,0.000000
"Anorthite (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-5A)",TS-5A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-5a.jpl.perkin.spectrum.txt,0.002364,0.998389,0.883721,0.001953,0.974312,1.000000,0.003375,0.995753,1.000000,0.000687,1.000000,0.000000,0.000575,1.000000,0.000000
"Albite (Feldspar) (K,Na)AlSi_3O_8 (TS-6A)",TS-6A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-6a.jpl.beckman.spectrum.txt,0.001355,0.999276,0.883721,0.002013,0.989127,1.000000,0.002171,0.996659,1.000000,0.000643,1.000000,0.000000,0.000600,1.000000,0.000000
"Albite (Feldspar) (K,Na)AlSi_3O_8 (TS-6A)",TS-6A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-6a.jpl.perkin.spectrum.txt,0.001121,0.999657,0.883721,0.002981,0.976263,1.000000,0.002776,0.995257,1.000000,0.000662,1.000000,0.000000,0.000565,1.000000,0.000000
"Natrolite Na_2Al_2Si_3O_10.2H_2O (TS-8A)",TS-8A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-8a.jpl.beckman.spectrum.txt,0.000949,0.999482,0.883721,0.002178,0.960937,1.000000,0.017233,0.993873,1.000000,0.000515,1.000000,0.000000,0.000528,1.000000,0.000000
"Natrolite Na_2Al_2Si_3O_10.2H_2O (TS-8A)",TS-8A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-8a.jpl.perkin.spectrum.txt,0.000686,0.999607,0.883721,0.001353,0.968838,1.000000,0.017857,0.993033,1.000000,0.000635,1.000000,0.000000,0.000565,1.000000,0.000000
"Stilbite NaCa_2Al_5Si_3O_36.14H_2O (TS-9A)",TS-9A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-9a.jpl.beckman.spectrum.txt,0.001146,0.999408,0.883721,0.009491,0.919467,1.000000,0.012057,0.996880,1.000000,0.000154,1.000000,0.000000,0.000166,1.000000,0.000000
"Stilbite NaCa_2Al_5Si_3O_36.14H_2O (TS-9A)",TS-9A,becknic,mineral,mineral.silicate.tectosilicate.coarse.vswir.ts-9a.jpl.perkin.spectrum.txt,0.000634,0.999718,0.883721,0.005785,0.944003,1.000000,0.009982,0.997806,1.000000,0.000201,1.000000,0.000000,0.000203,1.000000,0.000000
"Albite NaAlSi3O8 (albite_1)",albite_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.albite_1.jhu.nicolet.spectrum.txt,0.000597,1.000000,0.000000,0.000644,1.000000,0.000000,0.001393,0.000000,0.300357,0.001774,0.994568,1.000000,0.019463,0.993975,1.000000
"Analcime NaAlSi2O6.H2O (analcime_1)",analcime_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.analcime_1.jhu.nicolet.spectrum.txt,0.000251,1.000000,0.000000,0.000715,1.000000,0.000000,0.001257,0.894814,0.300357,0.011315,0.964482,1.000000,0.010335,0.998535,1.000000
"Anorthite CaAl2Si2O8 (anorthite_1)",anorthite_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.anorthite_1.jhu.nicolet.spectrum.txt,0.000597,1.000000,0.000000,0.000644,1.000000,0.000000,0.001393,0.000000,0.300357,0.001875,0.992080,1.000000,0.009768,0.997731,1.000000
"Chabazite CaAl2Si4O12.6H2O (chabazite_1)",chabazite_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.chabazite_1.jhu.nicolet.spectrum.txt,0.000192,1.000000,0.000000,0.000750,1.000000,0.000000,0.000925,0.963974,0.300357,0.003985,0.998810,1.000000,0.005912,0.999357,1.000000
"Clinoptilolite (Na,K,Ca)2-3Al3(Al,Si)2Si13O36.12H2O (clinopt_1)",clinopt_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.clinopt_1.jhu.nicolet.spectrum.txt,0.000187,1.000000,0.000000,0.000655,1.000000,0.000000,0.000977,0.855940,0.300357,0.002640,0.998426,1.000000,0.005343,0.999470,1.000000
"Erionite (K2,Ca,Na2)2Al4Si14O36.15H2O (erionite_1)",erionite_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.erionite_1.jhu.nicolet.spectrum.txt,0.000193,1.000000,0.000000,0.000518,1.000000,0.000000,0.001449,0.925584,0.300357,0.003000,0.998755,1.000000,0.005504,0.999517,1.000000
"Heulandite (Na,Ca)2-3Al3(Al,Si)2Si13O36.12H2O (heulan_1)",heulan_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.heulan_1.jhu.nicolet.spectrum.txt,0.000185,1.000000,0.000000,0.000619,1.000000,0.000000,0.001035,0.962436,0.300357,0.004848,0.998617,1.000000,0.006236,0.999360,1.000000
"Heulandite (Na,Ca)2-3Al3(Al,Si)2Si13O36.12H2O (heulan_2)",heulan_2,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.heulan_2.jhu.nicolet.spectrum.txt,0.000181,1.000000,0.000000,0.000488,1.000000,0.000000,0.000908,0.564393,0.300357,0.005666,0.997576,1.000000,0.007514,0.999165,1.000000
"Labradorite (Na,Ca)Al(Al,Si)Si2O8 (labrador_1)",labrador_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.labrador_1.jhu.nicolet.spectrum.txt,0.000597,1.000000,0.000000,0.000644,1.000000,0.000000,0.001340,0.152679,0.300357,0.002239,0.996315,1.000000,0.005169,0.999380,1.000000
"Leucite KAlSi2O6 (leucite_1)",leucite_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.leucite_1.jhu.nicolet.spectrum.txt,0.000268,1.000000,0.000000,0.000732,1.000000,0.000000,0.001135,0.762225,0.300357,0.003042,0.989935,1.000000,0.005612,0.999284,1.000000
"Microcline KAlSi3O8 (micro_1)",micro_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.micro_1.jhu.nicolet.spectrum.txt,0.000189,1.000000,0.000000,0.000700,1.000000,0.000000,0.001585,0.935933,0.300357,0.002257,0.991125,1.000000,0.014137,0.996869,1.000000
"Mordenite (Ca,Na2,K2)Al2Si10O24.7H2O (morden_1)",morden_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.morden_1.jhu.nicolet.spectrum.txt,0.000204,1.000000,0.000000,0.000850,1.000000,0.000000,0.001523,0.889685,0.300357,0.003159,0.998376,1.000000,0.006810,0.999233,1.000000
"Natrolite Na2Al2Si3O10.2H2O (natrol_1)",natrol_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.natrol_1.jhu.nicolet.spectrum.txt,0.000187,1.000000,0.000000,0.000498,1.000000,0.000000,0.001266,-0.071582,0.300357,0.011190,0.981270,1.000000,0.011839,0.997821,1.000000
"Nepheline (Na,K)AlSiO4 (nephel_2)",nephel_2,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.nephel_2.jhu.nicolet.spectrum.txt,0.000525,1.000000,0.000000,0.000661,1.000000,0.000000,0.001232,0.726674,0.300357,0.001714,0.984732,1.000000,0.007111,0.999099,1.000000
"Orthoclase KAlSi3O8 (orthocl_3)",orthocl_3,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.orthocl_3.jhu.nicolet.spectrum.txt,0.000180,1.000000,0.000000,0.000490,1.000000,0.000000,0.001012,0.922786,0.300357,0.001752,0.996083,1.000000,0.005341,0.999444,1.000000
"Quartz SiO2 (quartz_1)",quartz_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.quartz_1.jhu.nicolet.spectrum.txt,0.000331,1.000000,0.000000,0.000710,1.000000,0.000000,0.000886,0.750119,0.300357,0.002879,0.995358,1.000000,0.021895,0.992563,1.000000
"Quartz SiO2 (quartz_2)",quartz_2,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.quartz_2.jhu.nicolet.spectrum.txt,0.000597,1.000000,0.000000,0.000644,1.000000,0.000000,0.001393,0.000000,0.300357,0.001939,0.993673,1.000000,0.013863,0.996604,1.000000
"Sanidine (K,Na)Al3O8 (sanidine_1)",sanidine_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.sanidine_1.jhu.nicolet.spectrum.txt,0.000187,1.000000,0.000000,0.000499,1.000000,0.000000,0.001126,0.961719,0.300357,0.001935,0.994362,1.000000,0.003954,0.999475,1.000000
"Sanidine (K,Na)Al3O8 (sanidine_3)",sanidine_3,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.sanidine_3.jhu.nicolet.spectrum.txt,0.000178,1.000000,0.000000,0.000536,1.000000,0.000000,0.001023,0.974019,0.300357,0.002781,0.988650,1.000000,0.006342,0.999251,1.000000
"Sodalite Na8Al6Si6O24Cl2 (sodalite_1)",sodalite_1,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.sodalite_1.jhu.nicolet.spectrum.txt,0.000206,1.000000,0.000000,0.000563,1.000000,0.000000,0.000679,0.725488,0.300357,0.002684,0.988396,1.000000,0.026138,0.990875,1.000000
"Sodalite Na_8Al_6Si_6O_24Cl_2 (TS-10A)",TS-10A,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.ts-10a.jpl.nicolet.spectrum.txt,0.000178,1.000000,0.000000,0.000513,1.000000,0.000000,0.000989,0.989161,0.356929,0.018265,0.992139,1.000000,0.006703,0.973483,1.000000
"Orthoclase (Feldspar) (K,Na)AlSi_3O_8 (TS-12A)",TS-12A,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.ts-12a.jpl.nicolet.spectrum.txt,0.000180,1.000000,0.000000,0.000493,1.000000,0.000000,0.000800,0.918773,0.356929,0.006230,0.999344,1.000000,0.009194,0.958899,1.000000
"Bytownite (Feldspar) (NaSi,CaAl)AlSi_2O_8 (TS-13A)",TS-13A,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.ts-13a.jpl.nicolet.spectrum.txt,0.000225,1.000000,0.000000,0.000838,1.000000,0.000000,0.001317,0.981746,0.356929,0.005430,0.999117,1.000000,0.005665,0.975628,1.000000
"Sanidine (Feldspar) (K,Na)AlSi_3O_8 (TS-14A)",TS-14A,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.ts-14a.jpl.nicolet.spectrum.txt,0.000188,1.000000,0.000000,0.000645,1.000000,0.000000,0.001388,0.988823,0.356929,0.004889,0.999519,1.000000,0.003039,0.985892,1.000000
"Chabazite CaAl_2Si_4O_12.6H_2O (TS-15A)",TS-15A,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.ts-15a.jpl.nicolet.spectrum.txt,0.000802,1.000000,0.000000,0.000874,1.000000,0.000000,0.002550,0.998655,0.356929,0.005122,0.997748,1.000000,0.001567,0.992735,1.000000
"Microcline (Feldspar) (K,Na)AlSi_3O_8 (TS-17A)",TS-17A,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.ts-17a.jpl.nicolet.spectrum.txt,0.000186,1.000000,0.000000,0.000632,1.000000,0.000000,0.001619,0.980466,0.356929,0.007449,0.998782,1.000000,0.005497,0.972358,1.000000
"Analcime NaAlSi_2O_6.H_2O (TS-18A)",TS-18A,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.ts-18a.jpl.nicolet.spectrum.txt,0.000241,1.000000,0.000000,0.000713,1.000000,0.000000,0.006737,0.995014,0.356929,0.009870,0.998086,1.000000,0.003180,0.987142,1.000000
"Quartz SiO_2 (TS-1A)",TS-1A,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.ts-1a.jpl.nicolet.spectrum.txt,0.000179,1.000000,0.000000,0.000503,1.000000,0.000000,0.000895,0.778636,0.356929,0.009168,0.999030,1.000000,0.009377,0.979517,1.000000
"Quartz SiO_2 (TS-1B)",TS-1B,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.ts-1b.jpl.nicolet.spectrum.txt,0.000186,1.000000,0.000000,0.000632,1.000000,0.000000,0.001143,-0.086194,0.356929,0.009568,0.998939,1.000000,0.009370,0.980413,1.000000
"Quartz SiO_2 (TS-1C)",TS-1C,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.ts-1c.jpl.nicolet.spectrum.txt,0.000188,1.000000,0.000000,0.000668,1.000000,0.000000,0.001159,0.343819,0.356929,0.008608,0.999071,1.000000,0.008630,0.980949,1.000000
"Quartz SiO_2 (TS-1D)",TS-1D,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.ts-1d.jpl.nicolet.spectrum.txt,0.000180,1.000000,0.000000,0.000564,1.000000,0.000000,0.001064,-0.098337,0.356929,0.009639,0.998929,1.000000,0.009827,0.977926,1.000000
"Quartz SiO_2 (TS-1E)",TS-1E,becknic,mineral,mineral.silicate.tectosilicate.fine.tir.ts-1e.jpl.nicolet.spectrum.txt,0.000199,1.000000,0.000000,0.000819,1.000000,0.000000,0.001425,0.971843,0.356929,0.007138,0.999019,1.000000,0.008166,0.967768,1.000000
