name,record_id,instrument,chapter,filename,VIS_rmse,VIS_variance,VIS_coverage,NIR_rmse,NIR_variance,NIR_coverage,SWIR_rmse,SWIR_variance,SWIR_coverage,MWIR_rmse,MWIR_variance,MWIR_coverage,LWIR_rmse,LWIR_variance,LWIR_coverage
"Construction  Concrete (0598UUUCNC)",0598UUUCNC,becknic,manmade,manmade.concrete.constructionconcrete.solid.all.0598uuucnc.jhu.becknic.spectrum.txt,0.002925,0.997775,1.000000,0.000504,0.995450,1.000000,0.001137,0.998068,1.000000,0.001717,0.999033,1.000000,0.001316,0.998998,1.000000
"Construction  Concrete (0092UUU_CNC)",0092UUU_CNC,becknic,manmade,manmade.concrete.pavingconcrete.solid.all.0092uuu_cnc.jhu.becknic.spectrum.txt,0.001279,0.997654,0.837209,0.000963,0.619837,1.000000,0.001136,0.999301,1.000000,0.002389,0.996642,1.000000,0.001356,0.990658,0.882353
"Construction Concrete (0397UUUCNC)",0397UUUCNC,becknic,manmade,manmade.concrete.pavingconcrete.solid.all.0397uuucnc.jhu.becknic.spectrum.txt,0.001805,0.995060,0.837209,0.001045,0.960529,1.000000,0.001131,0.999577,1.000000,0.000697,0.999444,1.000000,0.001426,0.998505,0.882353
"Construction  Concrete (0424UUUCNC)",0424UUUCNC,becknic,manmade,manmade.concrete.pavingconcrete.solid.all.0424uuucnc.jhu.becknic.spectrum.txt,0.001613,0.999263,0.837209,0.001261,0.984055,1.000000,0.001383,0.999602,1.000000,0.001791,0.997364,1.000000,0.001157,0.997812,0.882353
"Asphaltic concrete (0425UUUASP)",0425UUUASP,becknic,manmade,manmade.concrete.pavingconcrete.solid.all.0425uuuasp.jhu.becknic.spectrum.txt,0.003160,0.993460,0.837209,0.000665,0.998041,1.000000,0.002015,0.995978,1.000000,0.002869,0.997419,1.000000,0.001509,0.996914,0.882353
"Red smooth-faced Brick (0097UUUBRK)",0097UUUBRK,becknic,manmade,manmade.generalconstructionmaterial.brick.solid.all.0097uuubrk.jhu.becknic.spectrum.txt,0.002120,0.998929,1.000000,0.001037,0.997669,1.000000,0.001145,0.966003,1.000000,0.002959,0.999307,1.000000,0.001473,0.998243,0.705882
"Weathered Red Brick (0412UUUBRK)",0412UUUBRK,becknic,manmade,manmade.generalconstructionmaterial.brick.solid.all.0412uuubrk.jhu.becknic.spectrum.txt,0.001637,0.999664,1.000000,0.001770,0.999200,1.000000,0.002023,0.990787,1.000000,0.003927,0.999174,1.000000,0.000971,0.997362,0.705882
"Bare Red Brick (0413UUUBRK)",0413UUUBRK,becknic,manmade,manmade.generalconstructionmaterial.brick.solid.all.0413uuubrk.jhu.becknic.spectrum.txt,0.001703,0.999642,1.000000,0.001814,0.999344,1.000000,0.002229,0.988507,1.000000,0.003794,0.999295,1.000000,0.001470,0.995465,0.705882
"Construction Concrete (0432UUUCNC)",0432UUUCNC,becknic,manmade,manmade.generalconstructionmaterial.cementcinderblock.solid.all.0432uuucnc.jhu.becknic.spectrum.txt,0.001875,0.998400,0.837209,0.000710,0.991733,1.000000,0.001323,0.995887,1.000000,0.003507,0.995741,1.000000,0.003029,0.982540,0.882353
"Cinders, ashen (0101UUUCIN)",0101UUUCIN,becknic,manmade,manmade.generalconstructionmaterial.cinder.solid.all.0101uuucin.jhu.becknic.spectrum.txt,0.000310,0.994817,1.000000,0.000293,0.978083,1.000000,0.000423,0.982262,1.000000,0.001051,0.984306,1.000000,0.001302,0.984050,0.705882
"Plate Window Glass (0796UUUGLS)",0796UUUGLS,becknic,manmade,manmade.generalconstructionmaterial.glas.solid.all.0796uuugls.jhu.becknic.spectrum.txt,0.001642,0.965362,1.000000,0.000544,0.986508,1.000000,0.000795,0.956127,1.000000,0.000704,0.996736,1.000000,0.002554,0.999010,0.882353
"White Marble (0722UUUMBL)",0722UUUMBL,becknic,manmade,manmade.generalconstructionmaterial.marble.solid.all.0722uuumbl.jhu.becknic.spectrum.txt,0.016311,0.981477,1.000000,0.001557,0.831037,1.000000,0.023509,0.991285,1.000000,0.014228,0.950938,1.000000,0.004292,0.995369,0.882353
"Olive green gloss paint (0385UUUPNT)",0385UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0385uuupnt.jhu.becknic.spectrum.txt,0.015669,0.957878,1.000000,0.001607,0.997434,1.000000,0.002606,0.995776,1.000000,0.018745,0.993083,1.000000,0.027531,0.871248,0.705882
"Olive green gloss paint (0386UUUPNT)",0386UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0386uuupnt.jhu.becknic.spectrum.txt,0.018593,0.947978,1.000000,0.003149,0.986685,1.000000,0.004757,0.996617,1.000000,0.008632,0.996981,1.000000,0.008209,0.912502,0.705882
"Black gloss paint (0402UUUPNT)",0402UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0402uuupnt.jhu.becknic.spectrum.txt,0.001208,0.879746,0.837209,0.000121,1.000000,1.000000,0.000334,0.993982,1.000000,0.001667,0.984451,1.000000,0.004094,0.969661,0.882353
"Black gloss paint (0403UUUPNT)",0403UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0403uuupnt.jhu.becknic.spectrum.txt,0.000647,0.838760,0.837209,0.000076,1.000000,1.000000,0.000248,1.000000,1.000000,0.001560,0.858094,1.000000,0.001351,0.979291,0.882353
"Black gloss paint (0405UUUPNT)",0405UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0405uuupnt.jhu.becknic.spectrum.txt,0.001412,0.946936,0.837209,0.000178,1.000000,1.000000,0.000245,1.000000,1.000000,0.001359,0.860265,1.000000,0.001000,0.979748,0.882353
"Black paint (0406UUUPNT)",0406UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0406uuupnt.jhu.becknic.spectrum.txt,0.000910,0.909057,0.837209,0.000087,1.000000,1.000000,0.000256,1.000000,1.000000,0.001457,0.797745,1.000000,0.001024,0.978773,0.882353
"Olive green paint (0407UUUPNT)",0407UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0407uuupnt.jhu.becknic.spectrum.txt,0.031238,0.913830,1.000000,0.007161,0.974894,1.000000,0.007388,0.998484,1.000000,0.002988,0.996730,1.000000,0.001758,0.974576,0.705882
"Olive green paint (0408UUUPNT)",0408UUUPNT,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.all.0408uuupnt.jhu.becknic.spectrum.txt,0.028078,0.919383,1.000000,0.007292,0.973180,1.000000,0.006908,0.998517,1.000000,0.002449,0.997574,1.000000,0.001355,0.984781,0.705882
"Metallic Silver Paint (1246)",1246,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.1246.jpl.nicolet.spectrum.txt,0.000417,1.000000,0.000000,0.000416,1.000000,0.000000,0.002549,0.727691,0.356929,0.003336,0.945731,1.000000,0.001571,0.980965,0.883894
"Gloss Black Paint (1247)",1247,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.1247.jpl.nicolet.spectrum.txt,0.000124,1.000000,0.000000,0.000172,1.000000,0.000000,0.000765,1.000000,0.356929,0.001269,0.894687,1.000000,0.003573,0.927884,0.883894
"Flat Black Paint (1249)",1249,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.1249.jpl.nicolet.spectrum.txt,0.000127,1.000000,0.000000,0.000222,1.000000,0.000000,0.000899,0.573250,0.356929,0.001035,0.711398,1.000000,0.002051,0.983832,0.883894
"Glossy Black Paint (1601)",1601,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.1601.jpl.nicolet.spectrum.txt,0.000099,1.000000,0.000000,0.000138,1.000000,0.000000,0.000857,0.567259,0.356929,0.002301,0.659726,1.000000,0.001600,0.945936,0.883894
"Ultra Flat Black Paint (1602)",1602,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.1602.jpl.nicolet.spectrum.txt,0.000103,1.000000,0.000000,0.000143,1.000000,0.000000,0.000918,1.000000,0.356929,0.002860,0.559225,1.000000,0.001218,0.959015,0.883894
"Flat Black Paint (1949)",1949,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.1949.jpl.nicolet.spectrum.txt,0.000128,1.000000,0.000000,0.000220,1.000000,0.000000,0.000883,0.492551,0.356929,0.001255,0.789354,1.000000,0.002382,0.956633,0.883894
"Black Nextel Paint (3101-c10)",3101-c10,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.3101-c10.jpl.nicolet.spectrum.txt,0.000091,1.000000,0.000000,0.000127,1.000000,0.000000,0.000921,0.457146,0.356929,0.001655,0.887716,1.000000,0.001010,0.918059,1.000000
"Flat Black Paint (7211)",7211,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.7211.jpl.nicolet.spectrum.txt,0.000132,1.000000,0.000000,0.000188,1.000000,0.000000,0.000862,1.000000,0.356929,0.001263,0.726935,1.000000,0.003520,0.914691,0.883894
"Lamp (Ebony) Black Paint (DA67)",DA67,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.da67.jpl.nicolet.spectrum.txt,0.000126,1.000000,0.000000,0.000208,1.000000,0.000000,0.000955,0.372679,0.356929,0.003367,0.945491,1.000000,0.003990,0.899308,0.883894
"Glossy Black Paint (DM625)",DM625,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.dm625.jpl.nicolet.spectrum.txt,0.000109,1.000000,0.000000,0.000151,1.000000,0.000000,0.000906,0.535971,0.356929,0.005535,0.947299,1.000000,0.013447,0.965866,0.883894
"Flat Black Paint (DM725)",DM725,becknic,manmade,manmade.generalconstructionmaterial.paint.solid.tir.dm725.jpl.nicolet.spectrum.txt,0.000128,1.000000,0.000000,0.000218,1.000000,0.000000,0.000950,0.557256,0.356929,0.004705,0.946449,1.000000,0.009479,0.981061,0.883894
"Pine Wood (0404UUUWOD)",0404UUUWOD,becknic,manmade,manmade.generalconstructionmaterial.wood.solid.all.0404uuuwod.jhu.becknic.spectrum.txt,0.003458,0.999854,1.000000,0.003323,0.900049,1.000000,0.008140,0.997891,1.000000,0.003982,0.997067,1.000000,0.002607,0.978285,0.705882
"Pine Wood (0410UUUWOD)",0410UUUWOD,becknic,manmade,manmade.generalconstructionmaterial.wood.solid.all.0410uuuwod.jhu.becknic.spectrum.txt,0.002945,0.999852,0.837209,0.003904,0.899807,1.000000,0.005820,0.998862,1.000000,0.003540,0.996787,1.000000,0.001805,0.985507,0.882353
"Gold plate (001682)",001682,becknic,manmade,manmade.reflectancetarget.none.solid.tir.001682.jpl.nicolet.spectrum.txt,0.000273,1.000000,0.000000,0.000742,1.000000,0.000000,0.000952,0.883390,0.356929,0.002270,0.948823,1.000000,0.002749,0.966641,1.000000
"Brass plate (ILF-17464-2-1-bc)",ILF-17464-2-1-bc,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-1-bc.jpl.nicolet.spectrum.txt,0.000219,1.000000,0.000000,0.000613,1.000000,0.000000,0.000899,0.809128,0.356929,0.002874,0.329493,1.000000,0.002226,0.865692,1.000000
"Brass plate (ILF-17464-2-1-c)",ILF-17464-2-1-c,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-1-c.jpl.nicolet.spectrum.txt,0.000243,1.000000,0.000000,0.000647,1.000000,0.000000,0.000913,1.000000,0.356929,0.002291,-0.058746,1.000000,0.001701,0.927339,1.000000
"Brass plate (ILF-17464-2-1-cl)",ILF-17464-2-1-cl,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-1-cl.jpl.nicolet.spectrum.txt,0.000280,1.000000,0.000000,0.000768,1.000000,0.000000,0.000931,1.000000,0.356929,0.002123,0.249606,1.000000,0.001847,0.888332,1.000000
"Brass plate (ILF-17464-2-1-tc)",ILF-17464-2-1-tc,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-1-tc.jpl.nicolet.spectrum.txt,0.000251,1.000000,0.000000,0.000671,1.000000,0.000000,0.000933,1.000000,0.356929,0.002293,-0.119301,1.000000,0.001789,0.893717,1.000000
"Brass plate (ILF-17464-2-1-tl)",ILF-17464-2-1-tl,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-1-tl.jpl.nicolet.spectrum.txt,0.000271,1.000000,0.000000,0.000736,1.000000,0.000000,0.001003,0.036027,0.356929,0.002110,0.295020,1.000000,0.001757,0.891474,1.000000
"Brass plate (ILF-17464-2-2-bc)",ILF-17464-2-2-bc,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-bc.jpl.nicolet.spectrum.txt,0.000219,1.000000,0.000000,0.000612,1.000000,0.000000,0.001011,0.955187,0.356929,0.002275,0.821736,1.000000,0.001462,0.984520,1.000000
"Brass plate (ILF-17464-2-2-bl)",ILF-17464-2-2-bl,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-bl.jpl.nicolet.spectrum.txt,0.000224,1.000000,0.000000,0.000683,1.000000,0.000000,0.001109,0.943034,0.356929,0.002109,0.894772,1.000000,0.001820,0.978917,1.000000
"Brass plate (ILF-17464-2-2-br)",ILF-17464-2-2-br,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-br.jpl.nicolet.spectrum.txt,0.000246,1.000000,0.000000,0.000655,1.000000,0.000000,0.001048,0.937845,0.356929,0.002012,0.896139,1.000000,0.002020,0.975887,1.000000
"Brass plate (ILF-17464-2-2-c)",ILF-17464-2-2-c,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-c.jpl.nicolet.spectrum.txt,0.000262,1.000000,0.000000,0.000706,1.000000,0.000000,0.001048,0.757138,0.356929,0.001521,0.914367,1.000000,0.002034,0.972455,1.000000
"Brass plate (ILF-17464-2-2-cl)",ILF-17464-2-2-cl,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-cl.jpl.nicolet.spectrum.txt,0.000248,1.000000,0.000000,0.000660,1.000000,0.000000,0.001038,0.905140,0.356929,0.001510,0.920542,1.000000,0.001735,0.978627,1.000000
"Brass plate (ILF-17464-2-2-cr)",ILF-17464-2-2-cr,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-cr.jpl.nicolet.spectrum.txt,0.000218,1.000000,0.000000,0.000615,1.000000,0.000000,0.001001,0.838197,0.356929,0.001627,0.818631,1.000000,0.001643,0.975116,1.000000
"Brass plate (ILF-17464-2-2-tc)",ILF-17464-2-2-tc,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-tc.jpl.nicolet.spectrum.txt,0.000238,1.000000,0.000000,0.000632,1.000000,0.000000,0.001120,0.922553,0.356929,0.002868,0.530675,1.000000,0.001714,0.974545,1.000000
"Brass plate (ILF-17464-2-2-tl)",ILF-17464-2-2-tl,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-tl.jpl.nicolet.spectrum.txt,0.000248,1.000000,0.000000,0.000662,1.000000,0.000000,0.001096,0.854854,0.356929,0.001612,0.869437,1.000000,0.002180,0.957496,1.000000
"Brass plate (ILF-17464-2-2-tr)",ILF-17464-2-2-tr,becknic,manmade,manmade.reflectancetarget.none.solid.tir.ilf-17464-2-2-tr.jpl.nicolet.spectrum.txt,0.000231,1.000000,0.000000,0.000615,1.000000,0.000000,0.001014,0.911315,0.356929,0.001511,0.852657,1.000000,0.002045,0.961541,1.000000
"Brass plate (SN)",SN,becknic,manmade,manmade.reflectancetarget.none.solid.tir.sn.jpl.nicolet.spectrum.txt,0.000230,1.000000,0.000000,0.000614,1.000000,0.000000,0.000927,0.666828,0.356929,0.002192,0.051721,1.000000,0.002242,0.819567,1.000000
"Construction Asphalt (0095UUUASP)",0095UUUASP,becknic,manmade,manmade.road.pavingasphalt.solid.all.0095uuuasp.jhu.becknic.spectrum.txt,0.001122,0.997091,0.837209,0.000208,0.999026,1.000000,0.000656,0.992507,1.000000,0.001726,0.996249,1.000000,0.000987,0.994422,0.882353
"Construction Asphalt (0096UUUASP)",0096UUUASP,becknic,manmade,manmade.road.pavingasphalt.solid.all.0096uuuasp.jhu.becknic.spectrum.txt,0.000935,0.995904,0.837209,0.000203,0.998479,1.000000,0.000818,0.989397,1.000000,0.001268,0.996284,1.000000,0.001317,0.983418,0.882353
"Construction Asphalt (0674UUUASP)",0674UUUASP,becknic,manmade,manmade.road.pavingasphalt.solid.all.0674uuuasp.jhu.becknic.spectrum.txt,0.000356,0.995979,1.000000,0.000487,1.000000,1.000000,0.000671,0.965176,1.000000,0.000766,0.993709,1.000000,0.001043,0.993908,0.705882
"Construction Tar (0099UUUTAR)",0099UUUTAR,becknic,manmade,manmade.road.tar.solid.all.0099uuutar.jhu.becknic.spectrum.txt,0.000759,0.889377,0.837209,0.000087,1.000000,1.000000,0.000280,1.000000,1.000000,0.000419,0.992631,1.000000,0.000435,0.947980,0.882353
"Construction Tar (0100UUUTAR)",0100UUUTAR,becknic,manmade,manmade.road.tar.solid.all.0100uuutar.jhu.becknic.spectrum.txt,0.001108,0.964798,0.837209,0.000248,1.000000,1.000000,0.000328,0.896121,1.000000,0.000517,0.952441,1.000000,0.000635,0.957074,0.882353
"Aluminum Metal (0384UUUALM)",0384UUUALM,becknic,manmade,manmade.roofingmaterial.metal.solid.all.0384uuualm.jhu.becknic.spectrum.txt,0.004522,0.992640,1.000000,0.005053,0.994656,1.000000,0.002039,0.997697,1.000000,0.002293,0.983587,1.000000,0.002721,0.714317,0.705882
"Galvanized Steel Metal (0525UUUSTLa)",0525UUUSTLa,becknic,manmade,manmade.roofingmaterial.metal.solid.all.0525uuustla.jhu.becknic.spectrum.txt,0.000529,0.999682,1.000000,0.001063,0.988582,1.000000,0.001611,0.992581,1.000000,0.000764,0.995613,1.000000,0.000625,0.995739,0.705882
"Galvanized Steel Metal (0525UUUSTLb)",0525UUUSTLb,becknic,manmade,manmade.roofingmaterial.metal.solid.all.0525uuustlb.jhu.becknic.spectrum.txt,0.005849,0.883153,1.000000,0.007912,0.886472,1.000000,0.002779,0.998990,1.000000,0.003602,0.998867,1.000000,0.004739,0.996125,0.705882
"Oxidized Galvanized Steel Metal (0526UUUSTLa)",0526UUUSTLa,becknic,manmade,manmade.roofingmaterial.metal.solid.all.0526uuustla.jhu.becknic.spectrum.txt,0.002410,0.992351,1.000000,0.002422,0.982913,1.000000,0.001318,0.999340,1.000000,0.005944,0.996406,1.000000,0.009084,0.979290,0.705882
"Copper Metal (0681UUUCOP)",0681UUUCOP,becknic,manmade,manmade.roofingmaterial.metal.solid.all.0681uuucop.jhu.becknic.spectrum.txt,0.001537,0.996811,1.000000,0.000637,0.974586,1.000000,0.000612,0.998431,1.000000,0.000785,0.997444,1.000000,0.000735,0.984947,0.705882
"Copper Metal (0682UUUCOP)",0682UUUCOP,becknic,manmade,manmade.roofingmaterial.metal.solid.all.0682uuucop.jhu.becknic.spectrum.txt,0.004606,0.998994,1.000000,0.002177,0.998679,1.000000,0.002215,0.998529,1.000000,0.007453,0.957712,1.000000,0.003870,0.901805,0.705882
"Copper Metal (0692UUUCOP)",0692UUUCOP,becknic,manmade,manmade.roofingmaterial.metal.solid.all.0692uuucop.jhu.becknic.spectrum.txt,0.011239,0.982981,1.000000,0.001265,0.997293,1.000000,0.001609,0.996406,1.000000,0.004404,0.994189,1.000000,0.004437,0.981548,0.705882
"Black tar paper (0522UUUTAR)",0522UUUTAR,becknic,manmade,manmade.roofingmaterial.roofingpaper.solid.all.0522uuutar.jhu.becknic.spectrum.txt,0.000092,0.997975,1.000000,0.000118,0.991829,1.000000,0.000486,0.856473,1.000000,0.000499,0.990149,1.000000,0.000687,0.982588,0.705882
"Black tar paper (0523UUUTAR)",0523UUUTAR,becknic,manmade,manmade.roofingmaterial.roofingpaper.solid.all.0523uuutar.jhu.becknic.spectrum.txt,0.000162,1.000000,1.000000,0.000162,0.986863,1.000000,0.000420,0.997313,1.000000,0.001388,0.975787,1.000000,0.000585,0.989986,0.705882
"Asphalt Shingle (0490UUUASP)",0490UUUASP,becknic,manmade,manmade.roofingmaterial.roofingshingle.solid.all.0490uuuasp.jhu.becknic.spectrum.txt,0.014259,0.957511,1.000000,0.000725,0.995034,1.000000,0.001338,0.997669,1.000000,0.001497,0.997749,1.000000,0.000664,0.997225,1.000000
"White rubberized coating (0795UUURBR)",0795UUURBR,becknic,manmade,manmade.roofingmaterial.rubber.solid.all.0795uuurbr.jhu.becknic.spectrum.txt,0.012780,0.992553,1.000000,0.001227,0.986378,1.000000,0.007157,0.997390,1.000000,0.002081,0.996732,1.000000,0.001807,0.985675,0.882353
"Black unspecified rubber (0833UUURBR)",0833UUURBR,becknic,manmade,manmade.roofingmaterial.rubber.solid.all.0833uuurbr.jhu.becknic.spectrum.txt,0.000402,0.980707,1.000000,0.000580,0.704083,1.000000,0.000546,1.000000,1.000000,0.000767,0.815511,1.000000,0.001262,0.994840,0.882353
"White fiberglass unspecified rubber (0834UUURBR)",0834UUURBR,becknic,manmade,manmade.roofingmaterial.rubber.solid.all.0834uuurbr.jhu.becknic.spectrum.txt,0.018974,0.989194,1.000000,0.001150,0.980080,1.000000,0.008826,0.997313,1.000000,0.002450,0.995851,1.000000,0.001626,0.990890,0.882353
"Asphalt roofing shingle (0597UUUASP)",0597UUUASP,becknic,manmade,manmade.roofingmaterial.shingle.solid.all.0597uuuasp.jhu.becknic.spectrum.txt,0.009363,0.975733,1.000000,0.000645,0.989645,1.000000,0.000815,0.998790,1.000000,0.001467,0.998218,1.000000,0.000724,0.998992,1.000000
"Reddish Asphalt roofing shingle (0672UUUASP)",0672UUUASP,becknic,manmade,manmade.roofingmaterial.shingle.solid.all.0672uuuasp.jhu.becknic.spectrum.txt,0.000269,0.999683,1.000000,0.000669,1.000000,1.000000,0.000641,0.948994,1.000000,0.000878,0.996116,1.000000,0.000888,0.996735,0.705882
"Slate stone Shingle (0680UUUSTO)",0680UUUSTO,becknic,manmade,manmade.roofingmaterial.shingle.solid.all.0680uuusto.jhu.becknic.spectrum.txt,0.002400,0.982351,1.000000,0.001597,0.642397,1.000000,0.000826,0.984415,1.000000,0.002168,0.997431,1.000000,0.002809,0.998825,0.882353
"Reddish asphalt Shingle (0683UUUASP)",0683UUUASP,becknic,manmade,manmade.roofingmaterial.shingle.solid.all.0683uuuasp.jhu.becknic.spectrum.txt,0.001573,0.999434,1.000000,0.002198,0.798372,1.000000,0.000980,0.997614,1.000000,0.001448,0.996039,1.000000,0.000980,0.997498,0.705882
"Terra cotta Tiles (0484UUUPOT)",0484UUUPOT,becknic,manmade,manmade.roofingmaterial.tile.solid.all.0484uuupot.jhu.becknic.spectrum.txt,0.000999,0.998930,1.000000,0.000372,0.990918,1.000000,0.000845,0.985873,1.000000,0.001142,0.998666,1.000000,0.001263,0.997511,0.705882
"ALH 84007 (ALH84007)",ALH84007,becknic,meteorites,meteorites.achondrite.aubrite.fine.tir.alh84007.jhu.becknic.spectrum.txt,0.000282,1.000000,0.000000,0.000329,1.000000,0.000000,0.000604,1.000000,0.300357,0.001091,0.995734,1.000000,0.000954,0.988893,1.000000
"ALHA 77256 (ALHA77256)",ALHA77256,becknic,meteorites,meteorites.achondrite.diogenite.fine.tir.alha77256.jhu.becknic.spectrum.txt,0.000286,1.000000,0.000000,0.000330,1.000000,0.000000,0.000452,0.999076,0.300357,0.001315,0.997259,1.000000,0.000904,0.996635,1.000000
"Johnstown (Johnstown)",Johnstown,becknic,meteorites,meteorites.achondrite.diogenite.fine.tir.johnstown.jhu.becknic.spectrum.txt,0.000126,1.000000,0.000000,0.000236,1.000000,0.000000,0.000374,0.998673,0.300357,0.000944,0.997513,1.000000,0.000728,0.996075,1.000000
"Haraiya (Haraiya)",Haraiya,becknic,meteorites,meteorites.achondrite.eucrite.fine.tir.haraiya.jhu.becknic.spectrum.txt,0.000128,1.000000,0.000000,0.000249,1.000000,0.000000,0.000364,0.993780,0.300357,0.001057,0.995783,1.000000,0.000417,0.998414,1.000000
"Yamato 791192 (Yamato791192)",Yamato791192,becknic,meteorites,meteorites.achondrite.eucrite.fine.tir.yamato791192.jhu.becknic.spectrum.txt,0.000127,1.000000,0.000000,0.000206,1.000000,0.000000,0.000349,0.996955,0.300357,0.001026,0.996254,1.000000,0.000505,0.998819,1.000000
"Yamato 791195 (Yamato791195)",Yamato791195,becknic,meteorites,meteorites.achondrite.eucrite.fine.tir.yamato791195.jhu.becknic.spectrum.txt,0.000164,1.000000,0.000000,0.000279,1.000000,0.000000,0.000359,0.998308,0.300357,0.001165,0.996779,1.000000,0.000478,0.998900,1.000000
"Bholghati (Bholghati)",Bholghati,becknic,meteorites,meteorites.achondrite.howardite.fine.tir.bholghati.jhu.becknic.spectrum.txt,0.000117,1.000000,0.000000,0.000162,1.000000,0.000000,0.000251,0.991276,0.300357,0.000523,0.995775,1.000000,0.000247,0.999290,1.000000
"Bialystok (Bialystok)",Bialystok,becknic,meteorites,meteorites.achondrite.howardite.fine.tir.bialystok.jhu.becknic.spectrum.txt,0.000126,1.000000,0.000000,0.000236,1.000000,0.000000,0.000363,0.998052,0.300357,0.001010,0.996895,1.000000,0.000279,0.999231,1.000000
"Bununu (Bununu)",Bununu,becknic,meteorites,meteorites.achondrite.howardite.fine.tir.bununu.jhu.becknic.spectrum.txt,0.000101,1.000000,0.000000,0.000140,1.000000,0.000000,0.000223,0.996980,0.300357,0.001138,0.986892,1.000000,0.000245,0.999476,1.000000
"Petersburg (Petersburg)",Petersburg,becknic,meteorites,meteorites.achondrite.howardite.fine.tir.petersburg.jhu.becknic.spectrum.txt,0.000126,1.000000,0.000000,0.000231,1.000000,0.000000,0.000350,0.997156,0.300357,0.000794,0.997406,1.000000,0.000276,0.999363,1.000000
"ALHA 77005 (ALHA77005)",ALHA77005,becknic,meteorites,meteorites.achondrite.shergottite.fine.tir.alha77005.jhu.becknic.spectrum.txt,0.000353,1.000000,0.000000,0.000342,1.000000,0.000000,0.000304,0.992539,0.300357,0.000836,0.998124,1.000000,0.000399,0.999435,1.000000
"EETA 79001 (EETA79001)",EETA79001,becknic,meteorites,meteorites.achondrite.shergottite.fine.tir.eeta79001.jhu.becknic.spectrum.txt,0.000126,1.000000,0.000000,0.000229,1.000000,0.000000,0.000379,0.995842,0.300357,0.000789,0.998268,1.000000,0.000367,0.998947,1.000000
"Dingo Pup Donga (DingoPupDonga)",DingoPupDonga,becknic,meteorites,meteorites.achondrite.urelite.fine.tir.dingopupdonga.jhu.becknic.spectrum.txt,0.000063,1.000000,0.000000,0.000087,1.000000,0.000000,0.000140,1.000000,0.300357,0.000250,0.991152,1.000000,0.000151,0.998381,1.000000
"PCA 82506 (PCA82506)",PCA82506,becknic,meteorites,meteorites.achondrite.urelite.fine.tir.pca82506.jhu.becknic.spectrum.txt,0.000058,1.000000,0.000000,0.000080,1.000000,0.000000,0.000163,1.000000,0.300357,0.000231,0.971446,1.000000,0.000166,0.998340,1.000000
"Tierra Blanca (TierraBlanca)",TierraBlanca,becknic,meteorites,meteorites.anomalou.none.fine.tir.tierrablanca.jhu.becknic.spectrum.txt,0.000114,1.000000,0.000000,0.000158,1.000000,0.000000,0.000235,1.000000,0.300357,0.000570,0.995708,1.000000,0.000300,0.998547,1.000000
"Winona (Winona)",Winona,becknic,meteorites,meteorites.anomalou.none.fine.tir.winona.jhu.becknic.spectrum.txt,0.000093,1.000000,0.000000,0.000129,1.000000,0.000000,0.000238,1.000000,0.300357,0.000360,0.994815,1.000000,0.000228,0.996847,1.000000
"Karoonda1 (Karoonda1)",Karoonda1,becknic,meteorites,meteorites.carbonaceouschondrite.c4.fine.tir.karoonda1.jhu.becknic.spectrum.txt,0.000038,1.000000,0.000000,0.000052,1.000000,0.000000,0.000081,1.000000,0.300357,0.000190,0.981015,1.000000,0.000204,0.997324,1.000000
