# Red wall of the Cornell box: SLUM sample B008.
#
# Manual entry: Class "Ceramic brick", Material "Ceramic", Colour "Light red",
# Status "New", 215 x 65 x 100 mm.
#
# Source: Kotthaus, Smith, Wooster & Grimmond (2014), ISPRS J. Photogramm.
# Remote Sens. 94:194-212.  Data DOI: 10.5281/zenodo.4263842.  Licence CC-BY 4.0.
# Short-wave reflectance measured on a Beckman spectrophotometer; the 8-14 um
# segment is FTIR emissivity inverted once as rho = 1 - eps, valid because these
# surfaces are opaque (tau = 0).
#
# Chosen over the previous ECOSTRESS "Red smooth-faced Brick (0097UUUBRK)"
# because it is both more saturated and brighter -- 0.67 against 0.56 in HSV
# saturation and 0.266 against 0.149 in luminance, under D65 through this
# renderer own colour conversion.
#
# WHAT THIS CURVE DOES NOT MEASURE. The two instruments leave a 5.5 um gap
# between 2506 nm and 8002 nm, and SpectralCurve::Evaluate interpolates linearly
# across it. Every value this file implies between those wavelengths is a
# straight line, not a measurement -- which covers the whole of MWIR. The
# visible, NIR and SWIR bands are measured throughout, and the Cornell box is a
# visible-light scene in every gate and experiment that uses it. Do not read a
# MWIR number off this wall.
#
# wavelength_nm, reflectance
1791.8, 0.697594
1795.1, 0.698171
1798.4, 0.698788
1801.6, 0.699443
1804.9, 0.699845
1808.2, 0.699984
1811.4, 0.700026
1814.6, 0.699831
1817.9, 0.699539
1821.1, 0.699395
1824.3, 0.698988
1827.6, 0.698234
1830.8, 0.697641
1834.0, 0.697248
1837.2, 0.696683
1840.4, 0.696165
1843.6, 0.696089
1846.8, 0.695807
1850.0, 0.695368
1853.2, 0.694922
1856.4, 0.693938
1859.5, 0.692498
1862.7, 0.690735
1865.9, 0.688464
1869.0, 0.683992
1872.2, 0.680573
1875.3, 0.677956
1878.5, 0.675385
1881.6, 0.672684
1881.7, 0.669556
1884.5, 0.665292
1887.2, 0.659297
1890.0, 0.651431
1892.8, 0.641753
1895.5, 0.630337
1898.3, 0.620965
1901.0, 0.612445
1903.8, 0.605230
1906.5, 0.599554
1909.2, 0.595263
1912.0, 0.591531
1914.7, 0.587785
1917.4, 0.583699
1920.2, 0.578675
1922.9, 0.572470
1925.6, 0.565448
1928.3, 0.557785
1931.1, 0.550132
1933.8, 0.543220
1936.5, 0.538025
1939.2, 0.534554
1941.9, 0.533320
1944.6, 0.534515
1947.3, 0.538040
1950.0, 0.543783
1952.7, 0.551105
1955.4, 0.559156
1958.1, 0.567024
1960.8, 0.574031
1963.5, 0.579865
1966.2, 0.584073
1968.9, 0.587225
1971.6, 0.589864
1974.3, 0.592269
1976.9, 0.595204
1979.6, 0.598802
1982.3, 0.603241
1985.0, 0.608310
1987.6, 0.614266
1990.3, 0.620759
1993.0, 0.627955
1995.6, 0.635752
1998.3, 0.643309
2000.9, 0.650001
2003.6, 0.656050
2006.2, 0.661337
2008.9, 0.666193
2011.5, 0.670056
2014.2, 0.673362
2016.8, 0.675903
2019.5, 0.678354
2022.1, 0.680595
2024.7, 0.682501
2027.3, 0.684161
2030.0, 0.685387
2032.6, 0.686536
2035.2, 0.687781
2037.8, 0.688533
2040.5, 0.689234
2043.1, 0.689539
2045.7, 0.689741
2048.3, 0.689917
2050.9, 0.690217
2053.5, 0.690452
2056.1, 0.690528
2058.7, 0.690775
2061.3, 0.691113
2063.9, 0.691514
2066.5, 0.691986
2069.1, 0.692274
2071.7, 0.692557
2074.3, 0.692667
2076.9, 0.692708
2079.5, 0.692318
2082.0, 0.692179
2084.6, 0.692120
2087.2, 0.692146
2089.8, 0.692098
2092.3, 0.691732
2094.9, 0.691488
2097.5, 0.691196
2100.0, 0.690821
2102.6, 0.690435
2105.1, 0.689935
2107.7, 0.689973
2110.2, 0.689939
2112.8, 0.689862
2115.3, 0.689729
2117.9, 0.689533
2120.4, 0.689670
2123.0, 0.689867
2125.5, 0.689998
2128.0, 0.689888
2130.6, 0.689614
2133.1, 0.689149
2135.6, 0.687969
2138.2, 0.686619
2140.7, 0.685472
2143.2, 0.684880
2145.7, 0.684295
2148.2, 0.683611
2150.7, 0.682438
2153.2, 0.681111
2155.8, 0.679584
2158.2, 0.677887
2160.8, 0.675862
2163.3, 0.674088
2165.8, 0.672424
2168.2, 0.671044
2170.7, 0.669804
2173.2, 0.668452
2175.7, 0.667022
2178.2, 0.665989
2180.7, 0.664982
2183.2, 0.663957
2185.6, 0.662983
2188.1, 0.662030
2190.6, 0.660994
2193.1, 0.660168
2195.5, 0.659290
2198.0, 0.658109
2200.4, 0.656853
2202.9, 0.655903
2205.4, 0.654590
2207.8, 0.653049
2210.3, 0.651779
2212.7, 0.651096
2215.2, 0.650763
2217.6, 0.651202
2220.1, 0.651715
2222.5, 0.652723
2224.9, 0.654081
2227.4, 0.655729
2229.8, 0.656804
2232.2, 0.657681
2234.7, 0.658594
2237.1, 0.659108
2239.5, 0.659359
2241.9, 0.659611
2244.3, 0.659738
2246.8, 0.660177
2249.2, 0.660296
2251.6, 0.660291
2254.0, 0.659937
2256.4, 0.659613
2258.8, 0.659357
2261.2, 0.659028
2263.6, 0.659191
2266.0, 0.659301
2268.4, 0.659764
2270.8, 0.660697
2273.2, 0.661506
2275.6, 0.662190
2277.9, 0.663244
2280.3, 0.663992
2282.7, 0.664600
2285.1, 0.665402
2287.4, 0.666302
2289.8, 0.666952
2292.2, 0.667504
2294.6, 0.668449
2296.9, 0.669016
2299.3, 0.669175
2301.6, 0.669675
2304.0, 0.669750
2306.3, 0.669562
2308.7, 0.669310
2311.0, 0.669292
2313.4, 0.669216
2315.7, 0.669554
2318.1, 0.670168
2320.4, 0.670122
2322.8, 0.670141
2325.1, 0.670296
2327.4, 0.669847
2329.7, 0.669386
2332.1, 0.668973
2334.4, 0.668830
2336.7, 0.668316
2339.0, 0.667787
2341.3, 0.667423
2343.7, 0.666792
2346.0, 0.665865
2348.3, 0.664754
2350.6, 0.663095
2352.9, 0.661998
2355.2, 0.661315
2357.5, 0.660175
2359.8, 0.658695
2362.1, 0.657024
2364.4, 0.655784
2366.7, 0.654292
2368.9, 0.652971
2371.2, 0.651215
2373.5, 0.649167
2375.8, 0.646791
2378.1, 0.644103
2380.3, 0.641051
2382.6, 0.637924
2384.9, 0.634475
2387.2, 0.630922
2389.4, 0.627347
2391.7, 0.624595
2393.9, 0.621222
2396.2, 0.618127
2398.4, 0.615097
2400.7, 0.612101
2402.9, 0.609203
2405.2, 0.605953
2407.4, 0.602593
2409.7, 0.599451
2411.9, 0.596416
2414.2, 0.594080
2416.4, 0.591572
2418.6, 0.588759
2420.8, 0.586338
2423.1, 0.584440
2425.3, 0.582797
2427.5, 0.581525
2429.7, 0.581006
2432.0, 0.581182
2434.2, 0.581319
2436.4, 0.581354
2438.6, 0.579933
2440.8, 0.577938
2443.0, 0.576461
2445.2, 0.575770
2447.4, 0.575486
2449.6, 0.575470
2451.8, 0.575293
2454.0, 0.575066
2456.2, 0.574145
2458.4, 0.572218
2460.6, 0.569633
2462.7, 0.567322
2464.9, 0.565115
2467.1, 0.563045
2469.3, 0.560709
2471.4, 0.558832
2473.6, 0.557131
2475.8, 0.556213
2477.9, 0.555407
2480.1, 0.554532
2482.3, 0.554437
2484.4, 0.554481
2486.6, 0.554346
2488.7, 0.553576
2490.9, 0.553027
2493.0, 0.553676
2495.2, 0.554445
2497.3, 0.554700
2499.4, 0.555007
2501.6, 0.555366
2503.7, 0.555778
2505.8, 0.556243
8002.2, 0.024494
8008.4, 0.024952
8014.6, 0.024947
8020.8, 0.025154
8027.0, 0.025725
8033.2, 0.026424
8039.5, 0.026953
