# wavelength_nm, reflectance
5300.0, 0.589206
5400.0, 0.573834
5500.0, 0.500023
5600.0, 0.271965
5700.0, 0.058783
5800.0, 0.051389
5900.0, 0.087152
6000.0, 0.186533
6100.0, 0.259747
6200.0, 0.281355
6300.0, 0.254378
6400.0, 0.398166
6500.0, 0.410593
6600.0, 0.443792
6700.0, 0.318970
6800.0, 0.109186
6900.0, 0.090498
7000.0, 0.141105
7100.0, 0.109043
7200.0, 0.083241
7300.0, 0.091455
7400.0, 0.098733
7500.0, 0.089004
7600.0, 0.055991
7700.0, 0.037555
7800.0, 0.039855
7900.0, 0.044828
8000.0, 0.049118
8100.0, 0.052258
8200.0, 0.053362
8300.0, 0.047014
8400.0, 0.042178
8500.0, 0.042360
8600.0, 0.041374
8700.0, 0.040358
8800.0, 0.041456
8900.0, 0.043897
9000.0, 0.049966
9100.0, 0.051871
9200.0, 0.053935
9300.0, 0.063992
9400.0, 0.070886
9500.0, 0.065781
9600.0, 0.064280
9700.0, 0.066240
9800.0, 0.066189
9900.0, 0.072422
10000.0, 0.077530
10100.0, 0.082001
10200.0, 0.087497
10300.0, 0.097483
10400.0, 0.119253
10500.0, 0.139869
10600.0, 0.148999
10700.0, 0.140741
10800.0, 0.122399
10900.0, 0.098855
11000.0, 0.082731
11100.0, 0.077360
11200.0, 0.094875
11300.0, 0.129270
11400.0, 0.164910
11500.0, 0.197553
11600.0, 0.220133
11700.0, 0.228446
11800.0, 0.231795
11900.0, 0.225553
12000.0, 0.216081
12100.0, 0.189505
12200.0, 0.147637
12300.0, 0.087317
12400.0, 0.033431
12500.0, 0.028268
