# wavelength_nm, reflectance
8000.0, 0.069699
8100.0, 0.067751
8200.0, 0.066184
8300.0, 0.064361
8400.0, 0.062854
8500.0, 0.062465
8600.0, 0.063899
8700.0, 0.065013
8800.0, 0.067156
8900.0, 0.068571
9000.0, 0.069348
9100.0, 0.070225
9200.0, 0.070932
9300.0, 0.073001
9400.0, 0.077748
9500.0, 0.084400
9600.0, 0.088840
9700.0, 0.090247
9800.0, 0.088494
9900.0, 0.086715
10000.0, 0.082366
10100.0, 0.077164
10200.0, 0.070852
10300.0, 0.066747
10400.0, 0.063115
10500.0, 0.058033
10600.0, 0.056587
10700.0, 0.055550
10800.0, 0.056011
10900.0, 0.057772
11000.0, 0.058931
11100.0, 0.061057
11200.0, 0.085919
11300.0, 0.129754
11400.0, 0.119825
11500.0, 0.093638
11600.0, 0.068562
11700.0, 0.059861
11800.0, 0.056460
11900.0, 0.053805
12000.0, 0.052996
12100.0, 0.051663
12200.0, 0.051268
12300.0, 0.049919
12400.0, 0.049248
12500.0, 0.048569
12600.0, 0.048335
12700.0, 0.047517
12800.0, 0.046779
12900.0, 0.047909
13000.0, 0.047905
13100.0, 0.046856
13200.0, 0.047673
13300.0, 0.045824
13400.0, 0.044350
13500.0, 0.045299
13600.0, 0.041862
13700.0, 0.040900
13800.0, 0.038800
13900.0, 0.032833
14000.0, 0.032082
